# tatoeba id	bản dịch tiếng Việt
366908	Mặt trăng đã lên khỏi đường chân trời.
366912	Anh ấy làm việc luôn ung dung điềm tĩnh.
366914	Tôi quyết tâm thực hiện kế hoạch này.
366919	Ngày mai họ đi máy bay rồi.
367909	Anh ta là người rất khó chung sống.
368140	Bài văn của anh ấy có nhiều lỗi ngữ pháp.
368546	Tôi gặp chút khó khăn khi biên dịch chương trình này.
368746	Xem ra anh ấy từng là người giàu có.
368750	Tôi mua cuốn sách đó với giá ba đồng.
369129	Chúng tôi coi anh ấy là nhân vật quan trọng.
371150	Tiếng Anh là ngôn ngữ thông dụng ở nhiều nước.
371160	Tuy bạn thi trượt nhưng không cần tự ti.
371740	Khi cô ấy đến tôi sẽ báo cho bạn.
371742	Nghe nói anh ấy lại bắt đầu tìm việc.
372123	Xin về chỗ ngồi của mình.
372134	Mục tiêu đó không thể đạt được.
372183	Khí hậu nước này rất ôn hòa.
372209	E rằng bạn phải tăng ca rồi.
372356	Con gái tôi định kết hôn vào tháng sáu.
372372	Tôi bỗng đau bụng khủng khiếp.
373158	Ít nhất bạn cũng nên nói câu "cảm ơn" chứ.
373184	Anh ấy sẽ về trong ba tiếng nữa.
373189	Xin đừng vào mà không gõ cửa.
373196	Bạn nên ăn nhiều thức ăn chứa chất xơ hơn.
373197	Anh ta chẳng qua là kẻ ích kỷ.
373205	Tôi nhận nhầm bạn là bà Brown.
373283	Xin lỗi, bạn vừa nói gì?
373284	Tôi mượn điện thoại của bạn được không?
373387	Nước đó có nguồn tài nguyên khoáng sản phong phú.
373395	Kinh tế phồn vinh ổn định là mục tiêu mọi chính phủ đều muốn đạt tới.
373397	Bạn cho tôi biết địa chỉ mới được không?
373398	Nếu bạn thích thì tặng bạn.
373462	Hãy bỏ cái ý nghĩ ấu trĩ đó đi.
373470	Hãy kể chi tiết về vụ tai nạn này.
373474	Bạn không nên để họ đợi lâu như vậy.
374674	Thế này hôm nay bạn mệt chết mất!
374838	Ối, đụng vào bạn rồi, xin lỗi!
374848	Không sao, để tôi tiễn bạn ra thang máy.
375255	Anh ấy gặp tai nạn trên đường về nhà.
375257	Con dao này không đủ sắc.
375288	Dù trời mưa, anh ấy vẫn ra ngoài.
375306	Không phải ai cũng thật thà.
375328	Anh ấy bị người phụ nữ đó thu hút.
375332	Hãy đảm bảo tự mình điền vào mẫu đăng ký.
375372	Con người là động vật duy nhất biết nói.
375381	Khỏi phải nói, sức khỏe quan trọng hơn của cải.
375389	Sau cơn bão, biển trở lại yên bình.
375392	Món salad này có vị chanh.
375444	Emily ăn đậu phụ trong bữa tối.
375978	Chúng tôi không nhận ra nỗi buồn của cô ấy.
377728	Nước được tạo thành từ hy-đrô và ô-xy.
379101	Bạn gọi bố mình là gì?
379584	Mỗi ngày một quả táo, bác sĩ tránh xa ta.
379591	Khẩu súng của anh ta lúc nào cũng có đạn.
380553	Nam nữ kết hợp, làm việc không mệt.
380588	Tôi không đủ tiền ăn ở nhà hàng đắt thế này.
380682	Đây không phải tiếng phổ thông mà là tiếng Thượng Hải.
380683	Tôi thà chết chứ không muốn thấy bạn khóc.
380686	Thay vì uống cola, chi bằng uống sâm panh.
380687	Thà bạn chưa từng quay lại còn hơn biết bạn muốn ra đi.
380720	Cây cối thải ra ô-xy và hấp thụ khí CO2.
380725	Hai người đàn ông đánh nhau trên phố.
380726	Cơn mưa này không có dấu hiệu dừng lại.
380727	Lợi nhuận quý một của doanh nghiệp tăng mạnh.
380729	Tôi sống một mình trong tòa nhà này.
380732	Thành công của Paul là một huyền thoại.
380735	Khi chồng mất, cô ấy vô cùng tuyệt vọng.
380863	Chúng tôi đã mừng sinh nhật anh ấy.
380920	Lá từ từ rơi xuống.
381010	Bạn xinh thế này, hơn nữa lại thông minh, sao có thể không ai theo đuổi?
381119	Vì thời tiết xấu, máy bay bị hoãn.
381909	Cho dù không ai đi cùng, tôi vẫn muốn xem bộ phim này.
381931	Vừa nãy trên bàn có cuốn sách không?
382207	John hôm qua lên đường đi Pháp.
382212	Một, hai, ba, bốn, năm, sáu, bảy, tám, chín, mười.
382995	Còn năm phút nữa là mười giờ.
383001	Xin hỏi, người phụ nữ này là ai?
383291	Cô ấy chỉ là một cô gái bình thường.
385101	Bạn về quê ở mấy ngày?
385291	Nhiều người cho rằng có dạy mới có học, nhưng thực ra quan niệm này sai.
385533	Tôi làm vỡ gạt tàn của bạn rồi.
385581	Đây không phải cách phát âm Anh chuẩn.
385588	Chiếc váy đó trông rất đắt.
385601	Một khi đã hình thành thói quen xấu thì rất khó sửa.
385959	Cổ họng tôi như bị lửa đốt.
386568	Bài diễn thuyết của anh ấy giành được tràng pháo tay nhiệt liệt của khán giả.
386584	Đừng lo nghĩ quá, kẻo rụng tóc đấy.
386860	Chiếc thùng này chứa đầy táo.
387108	Ngôi nhà này cần sửa chữa.
387605	Anh ấy chỉ biết sơ sơ tiếng Nhật.
387615	Tôi thật dở khóc dở cười.
387700	Tôi không thể dung thứ hành vi của anh ta.
387710	Anh ấy là tín đồ Công giáo mới cải đạo.
387761	Cả đêm mưa lúc rơi lúc tạnh.
387836	Có một người bạn đang đợi tôi ở sảnh.
387962	Có ai đó đã ngủ trên chiếc sofa này.
389053	Người phụ nữ này có phải nhân viên bán hàng không?
389054	Không, anh ấy là trưởng phòng kinh doanh của chúng tôi.
389351	Em trai tôi bị thương trong vụ tai nạn xe.
389376	Cảnh sát đang kiểm tra túi của họ.
389396	Tôi không biết nói gì để an ủi bạn.
389414	Anh ấy chọn từng từ rất kỹ lưỡng.
389424	Chúng ta phải tránh chiến tranh bằng mọi giá.
389426	Bạn thấy loại whisky này thế nào?
389471	Người Thụy Sĩ nói tiếng gì?
389516	Chúng tôi bị một đàn ong tấn công.
389806	Ưu thế của công nghệ này là gì?
389816	Đàn ông chúng tôi quen chờ phụ nữ rồi.
389819	Chúng tôi cần một xe cứu thương.
389835	Hội chợ triển lãm sẽ diễn ra trong sáu tháng.
389929	Rau quả không thể thiếu trong chế độ ăn cân bằng.
389931	Sáng nay dòng tít lớn đã thu hút sự chú ý của tôi.
389946	Anh ấy viết bài rất chủ quan.
390434	Đây là vùng trồng táo.
390850	Mật độ dân số của Nhật Bản rất cao.
390880	E rằng ông gọi nhầm số rồi.
391112	Ở nhà thứ ba trong dãy nhà thứ hai.
391196	Bạn rẽ ở góc này để đi tàu điện ngầm.
391592	Tôi định tuần sau đi châu Âu.
392232	Tôi tìm kem đánh răng ở đâu?
392233	Không thể đánh giá một người qua trang phục.
392237	Nhìn nét mặt bạn tôi đoán bạn có tin vui.
392250	Tôi làm đứt một dây đàn ghi-ta.
392260	Quả bóng này là bảo bối của cậu bé đó.
392268	Dù thế nào cũng không phải việc của bạn.
392272	Không có bạn, đời tôi coi như tan nát.
392293	Làm ơn, xin cấp cho tôi visa.
392320	Lịch sử khách quan có tồn tại không?
392674	Hiện tại email của tôi có chút trục trặc.
392925	Mọi người đều đang chăm chú lắng nghe.
393370	Chỉ cần bạn mỉm cười, tôi sẽ vui.
393399	Vấn đề này tạm gác sang một bên.
393700	Bạn đúng là sai, nhưng cũng không thể trách bạn.
393914	Hộp này không to bằng hộp kia.
394093	Tốt hơn là chúng ta đừng gặp nhau nữa.
394095	Gần đây có bưu điện không?
394127	Anh ta là kẻ hết thuốc chữa.
394249	Tôi không thể cho bạn mượn cuốn sách này.
394912	Phiền bạn vặn nhỏ âm lượng một chút.
395073	Đừng giẫm lên cỏ.
395528	Tôi thường quên tên người khác.
395551	Không ai biết anh ấy có yêu cô ấy hay không.
395649	Trên thực đơn có đủ loại món ăn.
395891	Chúng tôi vội vã đến ga tàu.
395923	Hôm qua chúng tôi thử rồi, quả nhiên rất tốt.
396389	Anh ta lái xe quá tốc độ nên bị cảnh sát bắt.
396754	Từng giọt nước có thể tụ thành hồ.
397001	John hát bài gì trên sân khấu?
397020	Khi tay bẩn nhất định đừng dụi mắt.
397085	Cỗ máy đó có thể phát ra nhiều điện.
397099	Bình đẳng được hiến pháp bảo đảm.
397106	Cô ấy do bà ngoại nuôi lớn.
397121	Anh ấy là người bạn duy nhất tôi tin tưởng.
397129	Thật lòng mà nói, tôi bị mẹ mắng.
397367	Có một cửa hàng tiện lợi chéo bên kia đường.
397448	Bạn có biên lai không?
397539	Anh ấy thừa kế tài sản của cha.
397546	Bạn định nghĩa "hạnh phúc" thế nào?
397889	Chú rể hiện làm ở một công ty, cô dâu là cô giáo của chúng tôi.
397953	Thầy giáo nói: "Chúng ta xuất phát ngay bây giờ."
397987	Mọi người nghe xong đều rất vui, thấy đám cưới này vừa mới lạ vừa ý nghĩa.
397989	Hơn chục cây rất nhanh đã được trồng xong.
398231	Băng dày ba thước không phải do một ngày lạnh.
398682	Mong ước nguyện của tôi có thể thành hiện thực.
399221	Sao mắt bạn to thế?
399366	Với tôi, chất lượng không bằng số lượng.
399896	"Bạn thích rắn không?" "Đương nhiên là không."
400006	Tôi dậy sớm như thường lệ.
400041	Anh ấy chủ động giúp mẹ làm việc nhà.
400068	Dự báo thời tiết chẳng đáng tin chút nào.
400174	Người mất vợ gọi là người góa vợ.
400240	Tờ báo đằng kia, bạn mang đến cho anh ấy.
400259	Bạn có mang tiền hoặc thẻ tín dụng không?
400338	Lau bụi trên giá đi.
400344	Một tấm kính bàn tròn bị đập vỡ.
400365	Bạn xem hai bức ảnh này bức nào đẹp?
400401	Tại sao tôi nhất định phải biết?
400405	Xin hỏi gọi điện sang Nhật thế nào?
400440	Einstein là thiên tài toán học.
400613	Xã hội không tiến bộ mà đang thụt lùi.
400615	Tổng thống bất giác bật cười.
400819	Các barista nên làm một bộ hài kịch tình huống.
400980	Tôi đi uống bia với bạn bè.
401000	Anh ấy học chăm hơn trước.
401013	Lượng tiêu thụ rượu tăng lên hàng năm.
401118	Tóc tôi rất dễ xoăn.
401123	Hôm đó tôi làm mất máy ảnh.
401742	Tên anh ấy tôi nhớ rất rõ.
401840	Anh ta chẳng qua chỉ hơi khôn vặt.
402310	Gần đây có trạm xăng không?
402503	Với tôi chẳng có gì khác biệt.
402926	Sắc mặt cô ấy trông tốt hơn trước.
402984	Bạn đã đọc hết cả cuốn sách chưa?
403331	Tôi làm ở một công ty thương mại.
403613	Trên xe buýt đã xảy ra chuyện gì?
403625	Chuyện này khiến tôi thực sự cảm động.
403762	Anh ta giành chức vô địch rồi bắt đầu khoe khoang.
403775	Đến siêu thị đó, hầu như đồ dùng hàng ngày gì cũng mua được.
404340	Bản chất của tự do chính là toán học.
404450	Cô ấy coi thường chàng trai này.
404459	Anh ấy là nhà ngoại giao ở Đại sứ quán Mỹ.
405132	Phòng của em trai tôi lúc nào cũng bừa bộn.
405263	Hôm nay rất mát mẻ.
405480	Ở Y Ninh có rất nhiều loại táo.
405750	Nga đang đối mặt với khó khăn tài chính nghiêm trọng.
405772	Kim loại co lại khi nguội.
405778	Cô ấy một mình đi Mexico.
406314	Anh ấy hối hận về hành vi của mình.
406351	Bóng đá là môn thể thao tôi thích nhất.
406451	Qua màn sương mỏng, tôi lờ mờ thấy tương lai của mình.
406455	Có bạn từ phương xa đến, chẳng phải vui lắm sao?
406618	Học kỳ này thành tích của tôi rất kém.
406735	Đừng xen vào đời tư của tôi.
407337	Tình hình ở Kyrgyzstan rất hỗn loạn.
408160	Vợ tôi là người Urumqi.
408246	Anh ta rất giàu nhưng sống như ăn mày.
408259	Tất cả những gì bạn có thể làm là chờ đợi.
408260	Tất cả khách đều cảm động trước lòng hiếu khách của cô ấy.
408485	Trường chúng tôi rất gần công viên.
408814	Anh ấy và bạn ngồi trên ghế dài.
408826	Vừa thấy cảnh sát là anh ta bỏ chạy.
408827	Nhìn tổng thể, kế hoạch có vẻ tốt.
408846	Trên thế giới có nhiều dân tộc khác nhau.
408899	Một trong số các học sinh hôm nay không đến.
408957	Ai cũng có cơ hội thứ hai.
409208	Chỉ dựa vào sức mạnh không thể đảm bảo chiến thắng.
410462	Một chiến binh vĩ đại toát ra sức mạnh, không cần liều chết chiến đấu.
410568	Anh ấy từng bước leo lên bậc thang.
410572	Mỗi nước có phong tục khác nhau.
410653	Đọc sách có thể học được nhiều từ mới.
410667	Tôi không ăn sáng nên rất đói.
410729	Anh ấy là một trong các ứng viên thị trưởng.
410811	Anh ta không có cách nào nhóm lửa nên đành ăn cá sống.
410839	Bạn nên chú ý hơn đến lời mình nói.
410844	Chức năng của phanh là làm xe dừng lại.
410859	Chuyện của anh ta có thể là thật không?
410893	Chợp mắt một lát là tôi thấy tràn đầy sức lực.
411190	Đội kia đã coi thường chúng tôi.
412035	Bồ câu ở Boston vừa béo vừa kiêu hãnh.
413237	Củ cải trắng có thể đắt hơn cà rốt.
413248	Tôi mua chiếc áo phông giảm giá này.
414045	Tôi từ chối dứt khoát.
414151	Ăn chút phô mai sô-cô-la nhé?
414246	Phần lớn khách là người nước ngoài.
414616	Tức giận là một dạng điên rồ.
414622	Mùa đông là mùa tôi thích nhất.
414623	Không khí là hỗn hợp các chất khí.
414630	Tôi chỉ còn một viên kẹo.
415638	Tôi thấy anh ấy đang cưa một cái cây.
415643	Tôi tình cờ phát hiện nhà hàng đó.
415644	Quần vợt rất phổ biến trong sinh viên.
415816	Lỡ anh ấy đến muộn thì sao?
415924	"Bây giờ mấy giờ?" "Ba giờ hai mươi."
417366	Anh ấy là nhà kinh tế học có uy tín.
417376	Bạn muốn màu xanh lá hay xanh dương?
417726	Nhiệm vụ hôm nay: trà sữa và bánh mochi.
417760	Đây là một bài toán hóc búa.
418557	Lạc đà là con thuyền của sa mạc.
418561	Làm ơn mở cửa cho tôi vào.
418563	Ngành máy tính phát triển một ngày bằng nghìn dặm.
418749	Anh ấy nóng lòng muốn biết kết quả.
418945	Theo quy định của Bộ An ninh Nội địa, mức an ninh hiện tại là cấp màu cam.
419244	Tony chơi quần vợt giỏi thật!
419704	Emet, chúng ta cần thêm thịt!
419719	Chúng tôi chỉ làm món ăn kiểu Duy Ngô Nhĩ.
419724	Bạn muốn ăn mấy xiên thịt cừu nướng?
419726	Các bạn muốn ăn mấy xiên thịt cừu nướng?
419758	Có duyên nghìn dặm cũng gặp, vô duyên đối mặt chẳng quen.
419920	Bạn tán thành việc anh ấy làm chứ?
419932	Rốt cuộc bạn có muốn đi bãi biển không?
420000	Đi thôi! Mọi người có thể bắt đầu đi rồi!
420006	Tôi không kịp thời gian rồi, bạn nhanh lên!
420022	Tôi muốn ngủ đến tám rưỡi mới dậy.
420050	Dạo này bạn của bạn bận gì?
420054	Hiện tại tôi không làm gì cả.
420088	Trong chồng sách chuyên ngành trên bàn có lẫn mấy cuốn truyện tranh.
420098	Cho thêm chút nước vào ấm trà.
420114	Đã lâu tôi không đi tập thể dục.
420138	Trời sắp sáng rồi, tôi phải lên đường.
420262	Chẳng rẻ chút nào, đắt kinh khủng.
420290	Hôm nay tôi mời.
420318	Đợi một chút, xong ngay thôi!
420344	Bạn nói làm tôi thèm chết đi được!
420368	Diện tích cây xanh của khu dân cư này là bao nhiêu?
420390	Khu này có an toàn không? Ban đêm có đèn chiếu sáng không?
420492	Bạn quẹt thẻ hay trả tiền mặt?
420586	Xin hỏi, tôi muốn đổi đô la Mỹ sang Nhân dân tệ, ở đây đổi được không?
420596	Bạn đổi giúp tôi ít tiền lẻ được không?
420712	Tuy hơi thời thượng nhưng giá đắt quá!
420722	Giá có giảm được không?
420736	Tôi mua nhiều hơn thì rẻ hơn được không?
420800	Vậy bạn đổi kênh cũng được mà.
420810	Tình yêu của hai người họ đã lên một nấc mới.
420844	Bạn mở cửa sổ ra, tắt điều hòa đi!
420878	Điện thoại của tôi mất rồi, làm sao đây?
420890	Mau đến đó hỏi thăm, đi nhanh!
420912	Nhìn bộ dạng ngốc nghếch của anh ấy kìa, cũng khá dễ thương.
420950	Hơi buồn nôn nhưng không nôn ra được.
420964	Đã nghỉ hưu rồi nhưng vẫn thường được họ mời làm cố vấn.
421006	Bạn muốn tìm việc trong lĩnh vực nào?
421078	Giữa bạn bè với nhau, tâm sự thật thoải mái.
421110	Chuyến đi này của tôi tổng cộng cần mười hai ngày.
421112	Chúc bạn đi đường vui vẻ.
421172	Bạn sẽ ở Thượng Hải bao lâu?
421182	Thiệp mời gửi bạn thân có ảnh chụp chung của cô dâu chú rể.
421204	Việc nuôi dạy con cái được toàn xã hội quan tâm, giáo dục cần được cải cách.
421254	Khi đèn xanh, xe rẽ phải nhường người đi bộ.
421272	Người Thượng Hải phải xây dựng hình ảnh mới cho Thượng Hải.
421748	Năm nay kiểu áo khoác nào thịnh hành?
421759	Chỉ vài người biết sự thật.
421771	Xin cho tôi biết kế hoạch trước.
421778	Mấy năm nay thời tiết rất bất thường.
421998	Linda thè lưỡi ra.
422006	Bài hát này gợi lại ký ức tuổi thơ của tôi.
422051	Bạn đã xem bộ phim đó chưa?
422057	Tôi có thể đưa gia đình đi cùng không?
422968	Tôi không có tiền, nhưng tôi có ước mơ.
422986	Bây giờ bạn ra ngoài thì chắc chắn tắc đường.
422988	Anh ấy rất tự tin thắng trận này.
422993	Bài thơ này có phải do Shakespeare viết không, e rằng không thể khảo cứu được.
423186	Chúng tôi đào một cái hố dưới đất.
423342	Tối qua tôi suýt giẫm phải một con chồn hôi.
423403	Tối qua cô ấy gọi cho tôi rất muộn.
423630	Tôi tình cờ gặp anh ấy trên đường về nhà.
423888	Tôi ăn thêm một miếng bánh được không?
423906	Doanh số đang giảm mạnh.
423908	Kiểu thời trang ba mươi năm trước lại thịnh hành trở lại.
424504	Viết bằng bút mực, đừng viết bút chì.
424522	Tài xế phải tuân thủ luật giao thông.
424894	Bài giảng rất dài nhưng tôi nghe rất say sưa.
424964	Nhà tôi tối qua bị cướp ghé thăm.
425006	Bạn thao tác cỗ máy này giỏi nhất.
425141	Nếu có động đất lớn, nhà sẽ sập đấy!
425348	Bạn có phiền nếu tôi hút thuốc ở đây không?
425422	Rõ ràng họ đã nói dối.
425424	Xin lỗi, hiện đường dây đang bận.
425931	Tôi nhờ mẹ bốn giờ gọi tôi dậy.
425933	Tôi xem ti vi xong mới làm bài tập.
425936	Cuốn sách này sẽ giúp bạn phát huy trí tưởng tượng.
425942	Tôi tin anh ấy là người có năng lực.
426018	Môi trường sống của họ rất tốt.
426243	Sau này chúng ta giữ liên lạc nhé.
426248	Tiếp đó lại có ba người lên xe buýt.
426301	Những ngọn đồi tắm mình trong nắng.
426309	Mấy năm nay chất lượng không khí xấu đi.
426315	Tại sao mặt trăng phát sáng vào ban đêm?
426321	Bạn phải quen với tàu điện đông đúc ở Tokyo.
426324	Cô ấy rất ngạc nhiên về tin đó.
426367	Theo tôi, anh ấy có lý.
426369	Bạn định ám chỉ gì à?
426406	Tôi nên cài tường lửa trên máy chủ này.
426692	Các con tôi thích kẹo cam thảo.
426699	Anh ấy không nói được tiếng Pháp. Tôi cũng không.
426812	Đây là một chiếc quạt kiểu Trung Quốc.
426870	Không phận sự miễn vào.
426874	Đó là cách tốt nhất để học tiếng Anh.
426884	Nhìn chung, khí hậu Nhật Bản ôn hòa.
426887	Anh ấy còn ít kinh nghiệm trong công việc.
426897	Tôi bị dị ứng da vì mỹ phẩm.
426961	Khách sạn này có thể chứa một nghìn người.
426995	Suy nghĩ này của bạn có căn cứ không?
426997	Tôi bị móc túi trên tàu.
427003	Cả đời tôi là kẻ lang thang.
427562	Thụy Sĩ là một nước trung lập.
427619	Nếu cần thiết, tôi không phản đối trả phí đặc biệt.
427625	Vụ bê bối khiến ông ta phải trả giá bằng danh tiếng.
429096	Anh ấy chặt một cái cây trong vườn.
429165	Cô ấy đội mũ chuẩn bị ra ngoài.
429352	Sinh viên đó đang học xã hội học.
429353	Họ cho anh ta cơ hội trốn thoát.
429356	Anh ấy không thể trả lời câu hỏi của họ.
429363	Hàng trong cửa hàng đó đều giảm 10%.
429387	Họ dùng bẫy bắt cáo.
429412	Chiếc áo khoác này làm bằng chất liệu gì?
429417	Tôi để quên ô trên tàu điện.
429434	Ở Singapore, đánh roi là một cách xử phạt phạm nhân.
429445	Tình trạng của bố tôi lúc tốt lúc xấu.
429456	Tôi hoàn toàn hiểu hoàn cảnh của bạn.
429458	Chúng tôi còn phải trả thêm mười nghìn yên.
429475	Anh ấy đưa ra câu trả lời như sau.
429480	Chỉ có số ít người là vô tư lự.
430485	Người đàn ông đeo kính kia là ai?
430959	Anh ấy bắt chước tác phẩm của Van Gogh.
430972	Anh ấy so sánh bản sao với bản gốc.
430994	Băng đủ dày để tôi đi bộ trên đó.
431109	Nhưng tôi không biết nướng thịt xiên!
431497	Một con thuyền bỗng hiện ra từ trong sương mù.
431520	Thị trưởng phủ nhận việc nhận hối lộ.
