# tatoeba id	bản dịch tiếng Việt
532197	Gió nhẹ gợn lên những làn sóng lăn tăn trên mặt hồ.
532497	Chẳng bao lâu anh ấy đã quên chuyện đó.
533622	Kẻ trộm cũng có đạo.
535784	Anh ấy đã quyết tâm làm bác sĩ.
535790	Điều đó trái với nguyên tắc làm người của tôi.
535802	Đại ma vương cuối cùng mất ý thức, ngã "rầm" xuống đất.
546756	Vương miện của hoàng hậu được đúc bằng vàng.
547431	Đo ba lần, cắt một lần.
553827	Có lần tôi lạc trong một cái cây.
559030	Giữa thành phố có một công viên.
562010	Mặt hồ lấp lánh dưới ánh nắng chói chang.
563648	Anh ấy bị một đám phóng viên vây quanh.
563681	Gà con mới nở còn chưa mở mắt.
564633	Thắng bại là chuyện thường của nhà binh.
565301	Cô ấy có đôi mắt to màu xanh.
565438	Cầu vồng là một hiện tượng tự nhiên.
565566	Bạn có nhận ra giọng anh ta nói hơi kỳ lạ không?
565583	Tôi mượn ô của bạn được không?
566530	Anh ta là bậc thầy khiêu khích.
567346	Nghe nói Chúa Giê-su từng làm một người chết sống lại.
567977	Tôi không ngại dậy lúc sáu giờ.
574495	Rất tiếc, lúc đó tôi không đến được.
574569	Hôm qua tôi mua chiếc máy in này.
574692	Bạn không hiểu đâu. Hắn sẽ giết bạn.
579142	Đại diện phía Pháp của khóa này là ai?
585740	Bài hát này rất thịnh hành vào thập niên bảy mươi.
587519	Cô ấy bắt đầu nhảy múa từ năm tám tuổi.
589840	Bây giờ chỉ còn cách này.
591524	Anh ấy bỗng thích truyện trinh thám.
595672	Tim tôi ngừng đập.
596712	Đội cứu hỏa nhanh chóng dập tắt đám cháy.
596738	Ngân hàng Mitsubishi và Ngân hàng Tokyo đã sáp nhập.
598106	Cô ấy rất kính trọng thầy giáo của mình.
599116	Báo hôm nay tôi vẫn chưa đọc.
599137	Hôm nay bạn có hơi sốt phải không?
599146	Hôm nay bạn tốt nhất nên ở nhà nghỉ ngơi.
599667	Xin lỗi. Tất cả là lỗi của tôi.
599672	Đàn ông nhìn chung khỏe hơn phụ nữ.
599676	Hôm qua tôi đi tiệm cắt tóc.
599697	Hiệu trưởng trao bằng tốt nghiệp cho từng sinh viên.
600001	Đại học Harvard được thành lập năm 1636.
600018	Nếu bạn muốn an hưởng tuổi già, bây giờ phải bắt đầu tiết kiệm.
600422	Người trẻ thường tràn đầy sức sống.
602890	Khoảng cách giữa hai người đã thu hẹp.
602892	Đám đông cản trở cảnh sát thi hành nhiệm vụ.
602896	Em bé đi còn chưa biết, huống chi là chạy.
602901	Anh ta đứng đó, mặt ngơ ngác.
602902	Phải trái đúng sai, đôi khi rất khó phân biệt.
602904	Bạn có thể chỉ tôi cách điền mẫu đơn này không?
602905	Chắc chắn tôi đã để quên nó trên xe buýt.
602923	Động cơ không biết hỏng ở đâu.
602924	John rời công ty và tự lập nghiệp.
602927	Những kẻ bạo loạn ở quảng trường bị cưỡng chế giải tán.
602929	Gần ga tàu điện ngầm có ngân hàng không?
604453	Bạn kỳ vọng quá cao ở con mình.
604462	Bạn làm việc bất kể ngày đêm như thế sẽ hại sức khỏe.
604465	Hệ thống này tồn tại nhiều khiếm khuyết và chỗ chưa hoàn thiện.
604466	Anh ấy vui vì thi đỗ.
604476	Con chim đó to bằng nửa con đại bàng.
604478	Tôi có thể nhận vé ở sân bay không?
604485	Hãy chuyên tâm vào việc bạn đang làm.
604486	Bạn giúp tôi xách chiếc va li này được không?
604494	Tình bạn của họ đã chín muồi thành tình yêu.
604910	Tôi không có ham muốn học tập mạnh mẽ.
604938	Có lẽ bạn làm việc quá sức?
606691	Tối nay tổng thống sẽ phát biểu trên truyền hình.
606787	Lương của ông ấy khi nghỉ hưu không cao.
606806	Ông ấy sống vô tư lự ở nông thôn.
608123	Anh ấy kinh ngạc nhìn tôi.
609885	Anh ấy cố tập trung vào bức thư.
609915	Bạn có đôi mắt rất đáng yêu.
609969	Bơi ở con sông này rất an toàn.
610538	Trái đất gồm đại dương và đất liền.
611536	Anh ấy đã thích nghi với lối sống mới.
611537	Cô ấy thường dọn bàn sau bữa ăn.
611542	Họ đang nỗ lực giảm chi phí.
611547	Họ phản đối thuyết tiến hóa của Darwin.
611922	Chúng tôi đã có một trận chiến bóng tuyết.
613110	Cô bé vừa khóc vừa tìm mẹ.
613610	Chúng tôi muốn những câu hoàn chỉnh.
613638	Xin đừng thêm chú thích.
616147	Mẹ anh ấy ngồi bên trái anh ấy.
616150	Chúng tôi có nhiều vấn đề phải xử lý.
616207	Bố mẹ anh ấy kinh doanh một khách sạn.
616231	Tôi có thể nhảy một điệu với bạn không?
616338	Tôi tình cờ gặp một người bạn ở đó.
616533	Khứu giác của chó nhạy hơn người nhiều.
616560	Tôi không quen lắm với tác phẩm của ông ấy.
616617	Tỷ lệ thất nghiệp hiện tại là bao nhiêu?
616706	Màu của vàng rất giống đồng thau.
616733	Cô ấy mặc một chiếc váy trắng.
616749	Bạn nên ở lại bệnh viện để điều trị.
616757	Hút thuốc ảnh hưởng đến sức khỏe của chúng ta.
617632	Hai vận động viên chạy về đích cùng lúc.
617704	Trăng sao tỏa sáng trên cao.
617774	Bảy mươi phần trăm bề mặt trái đất là nước.
618010	Anh ấy vẫn chưa quen với cuộc sống thành phố.
618049	Anh ấy lập tức đội mũ lên.
618209	Bệnh viện này có nhiều thiết bị mới.
618218	Xin khoanh tròn đáp án đúng.
618400	Dịch thuật tuyệt đối không phải việc dễ.
619799	Sao chép/dán rất hữu ích.
623171	Ga tàu điện ngầm gần nhất ở đâu?
623190	Người đàn ông rút súng từ túi ra làm tôi giật mình.
623209	Chợp mắt một lát, bạn sẽ đỡ hơn.
623214	Hiện đang thiếu gỗ xây dựng tốt.
623216	Bảng chữ cái tiếng Anh có bao nhiêu chữ?
623217	Thà tự sát còn hơn thỏa hiệp với số phận.
623219	Một con đường mới đang được xây dựng.
630258	Bạn nên hiểu rằng đây là chuyện nghiêm túc.
630264	Đây là đồ giả.
630348	Sủi cảo này nhân gì thế?
633872	Trái đất quay quanh mặt trời một vòng mất khoảng 365 ngày.
633875	Nguồn cung lương thực rất dồi dào.
633985	Tôi rất hoài niệm tuổi thơ của mình.
634662	Buông tôi ra, bạn đang bóp cổ tôi đấy.
634829	Sáng nay nhiệt độ xuống dưới không.
634830	Tôi thấy John ở thư viện.
635054	Khí hậu Tokyo khác với London.
636193	Tôi không thích đồ ăn nhiều dầu mỡ.
652588	Máy bay sẽ cất cánh sau một tiếng.
653489	Xin thay tôi gửi lời chào gia đình bạn.
657618	Chiếc váy liền này hoàn toàn vừa với tôi.
659859	Khuyết điểm của cô ấy khiến tôi càng yêu cô ấy hơn.
659864	Anh ấy dời bàn sang bên phải.
659896	Ông có thể cho tôi biết ông họ gì không?
661545	Chúng tôi ăn vịt quay Bắc Kinh ở nhà hàng Trung Hoa.
661557	Chúng tôi gọi màu đó là "xanh nửa đêm".
663250	Chiều nay anh ấy sẽ đi dạo công viên.
664976	Tôi sẽ về trong vòng hai tiếng.
664977	Shakespeare ví thế giới như một sân khấu.
665027	Công nghệ vũ trụ của Mỹ rất tiên tiến.
668890	Họ đập nát chiếc thùng.
668925	Đất nước chúng ta ngày càng giàu mạnh.
669026	Phòng của Helen luôn sạch sẽ.
670499	Chúng tôi vừa nhận tin tình báo, địch đang mai phục cách phía trước hai dặm.
670686	Anh ấy vẽ một đường thẳng trên tường.
672340	Tình bạn giữa anh và cô dần dần chín muồi thành tình yêu.
672604	Tai của người mù thường rất thính.
672782	Anh ấy bị thương trong tai nạn giao thông.
673333	Trẻ con muốn hành xử như người lớn.
676167	Tài nguyên dầu mỏ của Mỹ rất phong phú.
677047	Một số quả táo trong hộp đã thối.
677533	Anh ấy tuyệt đối không phải người nói xấu người khác.
678011	Nhiều người dân đã gia nhập quân đội.
678941	Bức thư này là manh mối duy nhất để giải mã bí ẩn.
678942	Anh ấy mắc cùng một lỗi hai lần.
679835	Ai đã quên khóa cửa kho?
683028	Trạm cứu hỏa ở cạnh đồn cảnh sát.
683070	Ông ấy chủ trương thứ tự sinh và tính cách có quan hệ mật thiết.
683586	Năm nay tuyết rơi nhiều hơn năm ngoái.
683677	Anh ấy hối hận vì đã lãng phí thời gian.
684827	Ngoài tôi ra, mọi người đều bận.
685059	Hậu quả của cướp ngân hàng là mười năm tù.
685089	Nhiều nước đã bãi bỏ án tử hình.
685095	Hồi nhỏ cô ấy hát rất hay.
686607	Tôi vẫn say mê môn quần vợt.
686618	Anh ấy gạt vấn đề ra khỏi đầu.
686629	Mỹ là một nước dân chủ.
686633	Bạn chỉ nghe giảng mà không suy nghĩ.
686643	Xin làm theo hướng dẫn của y tá.
686645	Mùa đông chúng tôi thường đi trượt tuyết.
686652	Khách sạn này xây khoảng năm mươi năm trước.
686694	Trước khi ngủ tôi viết năm bức thư.
686864	Giá vàng dao động hàng ngày.
688273	Giai đoạn một của công trình đã hoàn thành.
689540	Bạn đưa ra một ví dụ không hay.
689830	Tôi phải ra sân bay đón gia đình.
690078	Thẻ tín dụng của tôi bị móc trên tàu điện ngầm.
690098	Cây trong khu rừng này chủ yếu là bách.
690503	Xưa nay chẳng có đấng cứu thế, cũng không dựa vào thần tiên hoàng đế!
690666	Hôm kia ông ấy đã hội kiến tổng thống Pháp.
691126	Anh ấy báo cho cảnh sát về vụ tai nạn giao thông.
691179	Chúng ta phải đoàn kết mới đánh thắng kẻ địch.
691193	Bạn có phải họ hàng nhà Nagashima không?
691291	Mẹ tôi thường tát người đi đường.
692055	Khi thời tiết xấu, cố gắng đừng ra ngoài.
692060	Thảo nào chúng ta hay liên tưởng dơi với những nơi tối tăm.
692772	Trăm năm mới có một Chu Lập Ba.
696962	Chuyện này bỗng nhiên tự xảy ra.
700960	Con tàu mất thăng bằng, lật úp.
700961	Chủ của biệt thự này là ai?
701159	Tôi không mấy hứng thú với lịch sử.
701207	Ôi! Máy tính của tôi lại treo rồi.
706325	Chết tiệt! Bạn làm tôi giật cả mình!
706430	Tôi không có bạn để trò chuyện.
707688	Cây cầu đó do người La Mã xây.
708757	Con sư tử bỗng lao vào người huấn luyện.
708774	Không có bằng lái thì không được lái xe.
709174	Tôi tự hào về anh em của mình.
710765	Thần thoại và truyền thuyết nên được truyền từ đời này sang đời khác.
710823	Anh ta thích khoác lác.
715575	Mọi người đề cử anh ấy phát biểu tại đại hội.
716826	Tôi đi đến kết luận rằng mình đã bị lừa.
717173	Chồng cô ấy thường say khướt.
717276	Bộ đồ này kiểu dáng khá đẹp, chỉ hơi đắt một chút.
717284	Ai thắng trận này vẫn chưa chắc.
718377	Tôi đã ứng tuyển một kỳ thực tập hè.
718385	Rõ ràng cô ấy sợ ở lại đây.
718401	Sở thích của anh ấy là vẽ tranh hoa.
718422	Thang máy trong nhà chọc trời là cực kỳ quan trọng.
718451	Anh ấy rất nghiêm khắc với người lười.
718453	Anh ta mọi mặt đều không bằng bạn.
718617	Tôi rất vui khi gặp lại cô ấy.
719067	Những ý tưởng xanh không màu ngủ một cách điên cuồng.
719109	Anh ấy là công dân Trung Quốc.
719778	Dù tôi khen họ thế nào cũng không quá đáng.
721052	Khi cạo râu, tôi cạo rách mặt.
722838	Siêu thị mở cửa lúc mười giờ.
722839	Anh ấy nói tiếng Anh lưu loát thật!
722841	Kenya từng là thuộc địa của Anh.
727316	Trước hết, vì nước biển nở ra khi nóng lên, mực nước biển có thể dâng cao.
727361	Đây sẽ là một bi kịch khủng khiếp.
727531	"Hội nghị Hiệp thương Chính trị Nhân dân Trung Quốc" gọi tắt là "Chính hiệp".
727783	Giá này gấp đôi năm ngoái.
727804	Đây đều là văn phòng phẩm của anh ấy.
727892	Anh ấy học thuộc bảng tuần hoàn chỉ để cho vui.
727961	Thực ra, ném người lùn là môn thi Olympic.
727968	Từ "sườn xám" được dùng rộng rãi ở miền bắc Trung Quốc.
727971	Ở miền nam Trung Quốc, sườn xám còn gọi là "trường sam".
727978	Hay bạn phải đi chuyến xe buýt này?
727982	Tôi bị nhân viên hải quan khám xét ở sân bay.
727992	Sườn xám ban đầu rộng và thoải mái.
728568	Mất sức khỏe còn tệ hơn mất tiền.
728662	Bộ tóc giả của ông ấy lệch rồi.
728681	Thầy thuốc nương tay làm vết thương thối rữa.
729433	Nguyệt thực là hiện tượng hiếm gặp.
729460	Công ty này sản xuất chip máy tính.
729475	Chúng tôi sẽ dùng một phần tiền quyên góp để giúp trẻ em khuyết tật.
730169	Quan mới nhậm chức ba mồi lửa.
733135	Đôi khi tàu không đến đúng giờ.
733157	Gia đình này quá nghèo đến mức không trả nổi nợ.
733159	Đây là cái giá cho sự ngu ngốc của anh ta.
733167	Tốc độ xe buýt dần tăng lại.
733171	Lòng kiêu hãnh khiến tôi không thể vay tiền anh ta.
733587	Cô ấy ăn kiêng vì sợ béo.
733595	Nếu bạn chịu được chúng tôi thì cho chúng tôi ở nhờ.
733598	Bạn phải mặc kệ những tiếng ồn này.
734915	Thuốc này có thể chữa bệnh da của bạn.
734926	Lúa mọc ở những nước ấm áp.
734932	Con chó là người bạn đồng hành tốt của anh ấy.
735103	Những năm cuối đời ông dốc sức viết tự truyện.
735385	Tôi có không dưới một nghìn đĩa nhạc.
736317	Mỹ đã bãi bỏ chế độ nô lệ.
736531	Tôi muốn một phòng có điều hòa.
737184	Xem kìa, chảy máu rồi, để tôi đỡ bạn dậy.
738497	Thiên văn học liên quan đến nghiên cứu các ngôi sao và hành tinh.
742937	Những biện pháp này có thể ngăn dịch bệnh lan rộng.
742940	Nhà văn chuyên nghiệp không có thu nhập cố định.
742957	Ở Ấn Độ, người ta chuyền thức ăn trên bàn bằng tay phải.
743032	Ví dụ ở Bulgaria, lắc đầu nghĩa là đồng ý còn gật đầu là không đồng ý.
743053	Hạnh phúc không cần hàng triệu tiền.
745884	Tôi cảm thấy xấu hổ với chính mình.
746060	Xích đạo chia trái đất thành hai bán cầu.
747525	Ông có thể nói yêu cầu cụ thể của mình không?
747533	Nghe nói ông đã liên hệ với công ty môi giới rồi.
747558	Chúng ta đi làm thủ tục thôi.
747571	Tôi muốn hỏi tư vấn một việc.
747573	Được, ông muốn tư vấn việc gì?
747889	Quý tộc sống ở phía đông và phía tây Cố Cung.
747912	Xa cung điện về phía bắc và nam là dân thường, thương nhân, thợ thủ công và công nhân.
749460	Lỗi được thể hiện ra thế nào?
750613	Đôi hoa tai này là bà nội tặng tôi.
750615	Đất ở trang trại của anh ấy rất màu mỡ.
751264	Binh sĩ thiện nghệ biết cách dùng môi trường làm vũ khí.
751413	Thức khuya đến tận giờ này không tốt.
751705	Ngọn núi này hoàn toàn bị tuyết phủ.
751906	Xin đưa tôi muối và tiêu.
752514	Côn trùng có một lớp vỏ cứng.
754025	Công ty chịu tổn thất lớn.
754096	Đây là trận động đất lớn nhất chúng tôi từng trải qua.
754658	Niềm vui duy nhất của cô ấy là nghe nhạc.
754660	Bạn có loại chất lượng tốt hơn không?
754968	Lớp tôi Tiểu Lý cao nhất.
755817	Tôi nóng lòng chờ đi dự tiệc.
755871	Tôi nhiều lần khẳng định vô tội nhưng không ai nghe.
755897	Đội chủ nhà luôn có lợi thế hơn đối thủ.
756862	Tôi muốn đến bệnh viện kiểm tra toàn diện.
756878	Tối nay tôi dùng trước, cố gắng ngày mai trả lại bạn.
756898	Vậy thì tôi cung kính không bằng tuân mệnh.
756977	Tết Xuân, tức Tết Âm lịch.
757346	Tôi bán nhà và đồ đạc, cùng với nữ trang mới gom được năm trăm nghìn.
757459	Hiện thực và ảo tưởng rất khó phân biệt.
758811	Mực nước biển ngày càng cao theo sự gia tăng của nóng lên toàn cầu.
758860	Hàn Quốc tập trung quân đội gần biên giới trước mối đe dọa từ Triều Tiên.
759039	Hành động dũng cảm giúp anh ấy giành được sự tôn trọng.
759608	Bạn phải nắm bắt tốt thời cơ này.
759628	Để tôi giới thiệu vợ tôi với ông.
759640	Chúng tôi mong bạn thích buổi diễn này.
759701	Bề mặt vật này khá thô ráp.
759761	Người Mỹ có dùng những cử chỉ này không?
759768	Lúa nước mọc ở khí hậu ấm áp.
760160	Cậu bé nói sẽ có một con sói đến.
760718	Kentucky hét lên "Chết tiệt".
760729	Bạn thật ngốc khi nhận lời đề nghị của anh ta.
760741	Bạn từng nghĩ đến việc làm y tá chưa?
760766	Có vài bài hát đến từ Scotland.
760833	Cánh hoa nổi trên mặt nước.
760868	Các dòng nước tỏa ra như cành cây khắp đồng bằng.
760893	Trí tuệ của bạn rộng như khoảng cách giữa Bombay và Mumbai.
760898	Ngữ pháp của bạn tốt hơn hơi thở của bạn.
761034	Tôi muốn sang Áo học âm nhạc.
761048	Dưới tác dụng của thuốc mê, anh ấy mất ý thức.
761266	Cô ấy nhặt một viên sỏi.
761287	Bạn từng thấy hoàng hôn đẹp thế này chưa?
761316	Hãy đảm bảo đứa trẻ không bị ốm.
762017	Đây là một chiếc ghế thoải mái.
762546	Bốn giờ họ đến khách sạn.
763007	Cô ấy là một phụ nữ có sức hút.
763064	Họ mở rộng lãnh thổ đế quốc.
763203	Bạn có muốn trở thành người dùng tin cậy không?
763911	Đồ chơi này làm bằng gỗ.
763919	Anh ta tìm hiểu mọi khả năng bỏ trốn.
764090	Bạn nên làm xong bài tập ngay.
764473	Cá rời khỏi nước thì không thể sống.
765227	Sở thích của tôi là đọc truyện tranh.
765314	Nó cũng sẽ thúc đẩy kinh tế thành phố phát triển.
765392	Ở Đài Loan người ta làm việc rất chăm.
765395	Người ta thường nói người Hà Lan rất khoan dung.
765484	Tôi có thể mua vé vào cửa ở đâu?
765532	Thành thật là nguyên nhân chính cho thành công của anh ấy.
765559	Tôi trả bằng thẻ tín dụng được không?
765569	Sương mù bao trùm London.
765588	Chỉ có giày biết lỗ thủng của tất.
765590	Xuân gieo thu gặt.
765746	Tóm lại đó là một bữa tiệc tuyệt vời.
765839	Tôi muốn đi Pháp trong kỳ nghỉ.
765874	Các ngón tay di chuyển nhanh trên bàn phím.
765976	Tôi tự hỏi khi băng Bắc Cực tan, mực nước biển có dâng không.
765989	Khóc vì sữa đổ cũng vô ích.
766015	Đón xuân bằng hoa là truyền thống của Trung Quốc.
766031	Để tăng thêm không khí lễ hội, người dân ở đó trang trí nhà bằng cây cảnh.
766041	Vì khí hậu vừa ấm vừa ẩm nên Quảng Châu có hoa quanh năm.
766434	Tôi mặc chiếc quần này rất vừa.
766769	Chúng tôi lập tức bắt đầu thi công.
766812	Đài không nhắc đến vụ tai nạn này.
766946	Từ lâu tôi đã có thói quen đi ngủ sớm.
766993	Điểm yếu của Ann là sô-cô-la.
767077	Bạn thích nhạc cổ điển, phải không?
767080	Ông tưới cây trước khi ăn sáng.
767103	Anh ấy có thứ tôi thiếu: sự tự tin.
767105	Thầy giáo dễ nổi nóng với học sinh.
767126	Cuộc gặp gỡ của họ là tất yếu.
767702	Tôi nổi giận với anh ta vì sự ngạo mạn của anh ta.
768231	Đặt chúng lên khay nướng và phết lòng trắng trứng.
768233	Mùa xuân qua đi, mùa hè bắt đầu.
768248	Cảm giác khó chịu thì không bao giờ tốt.
768290	Cô ấy nghỉ học vì lý do sức khỏe.
768299	Không lâu sau, anh ấy hồi phục sức khỏe.
769653	Phẫu thuật là giải pháp tốt nhất.
769702	Vẻ đẹp của cô ấy là điều không cần bàn cãi.
769704	Cảnh sát có thể tìm ra tội phạm.
769747	Mẹ bắt tôi dọn nhà vệ sinh.
769855	Anh ấy cho thấy mình là người chồng lý tưởng.
770211	Cậu bé thực sự định làm thế.
770330	Tôi không thích họp vào sáng sớm.
770341	Trong phòng đồ đạc đầy đủ.
770992	Vấn đề của anh ấy chủ yếu là tâm lý.
771150	Một chim trong tay hơn hai chim trong bụi.
771257	Tôi vô ý cầm nhầm ô của anh ấy.
771261	Xin cho tôi thử trò chơi này.
771328	Anh ấy thường trích dẫn Shakespeare.
771858	Họ đi thuyền dọc bờ tây châu Phi.
771994	Cuộc sống có lúc thăng lúc trầm.
772026	Tôi bị khản giọng.
772028	Tôi hồi hộp đến mức không nói nên lời.
772030	Đừng nghe anh ta, anh ta nói nhảm.
772046	Mẹ chồng và con dâu như bão tố và mưa đá.
772054	Hổ con trông như một con mèo lớn.
772060	Chiến binh biết rõ sức mạnh và điểm yếu của mình.
772074	Những người trẻ đó độc lập với bố mẹ.
772083	Tổng đình công làm tê liệt cả nước.
