# tatoeba id	bản dịch tiếng Việt
795774	Quốc tịch thực sự của chúng ta là nhân loại.
795796	Tôi học chuyên ngành văn học Mỹ ở đại học.
795809	Thầy giáo bắt chúng tôi nhắc lại từ này.
795812	Họ đã hòa giải và lại thành bạn.
795854	Họ chen qua đám đông.
795858	Sam được vào đội bóng rổ của trường.
795860	Chúng tôi đi học bằng xe buýt.
795996	Họ chuyển thể cuốn tiểu thuyết này thành kịch.
796002	Tôi thực sự lo cho tương lai của bạn.
796023	Dòng điện có thể sinh ra từ tính.
796048	Chúng tôi tổ chức một buổi tiệc chào mừng cô ấy.
796055	Cô ấy mơ hồ cảm thấy tội lỗi.
796056	Tôi có một cuộc gọi từ cô ấy.
796060	Quan điểm của chúng tôi hơi khác nhau.
796076	Sáng nay trời rét đậm.
796077	Chúng tôi tranh luận gay gắt về vấn đề này.
796120	Động đất thường xuyên gần đây khiến chúng tôi rất lo lắng.
796124	Nhân viên cứu hộ sẽ phát vật tư cho nạn nhân động đất.
796378	Nghiện rượu là một nguyên nhân gây liệt dương.
796649	Công tố viên hỏi tôi một câu mang tính dẫn dắt.
796658	Đây là một giải pháp sáng tạo.
796676	Tập đoàn đa quốc gia dự đoán việc thực hiện kinh tế quy mô.
796786	Tình yêu và cơn ho không thể che giấu.
796803	Cô ấy đang rất hung dữ. Tốt nhất nên tránh.
796806	Sao bạn không đến nhảy với tôi?
796807	Yêu và được yêu là hạnh phúc lớn nhất.
796813	Bạn có muốn tôi đưa về nhà không?
796870	Chiếc máy ghi âm này không phải mới.
796917	Tự do cá nhân là tinh túy của dân chủ.
796932	Dịch các câu sau sang tiếng Nhật.
796945	Vậy thì chúng ta bắt đầu thôi.
796960	Ngày thường có vẻ ít đông đúc hơn.
796978	Sau cách mạng, Pháp trở thành nước cộng hòa.
796980	Động vật lần lượt chết.
797018	Ô nhiễm môi trường đang gây ra thời tiết bất thường.
797034	Món Đài Loan nhạt hơn món Ấn Độ.
797036	Đưa ý tưởng vào thực tiễn là điều khó.
797037	Nhật Bản là một nước rất ồn ào.
797038	Naoki bằng tuổi Kaori.
797040	Kobe là một thành phố cảng nổi tiếng.
797044	Xem ti vi là một hoạt động thụ động.
797046	Hãy nghiêm túc hơn với mọi việc.
797051	Nhật Bản nhập khẩu nhiều loại nguyên liệu từ nước ngoài.
797060	Thành phố Roma đáng để đi thăm.
797062	Một trong những niềm vui của tôi là xem ti vi.
797075	Một trong số họ là gián điệp.
797079	Về bản chất đó là vấn đề thời gian.
797083	Tấn công là cách phòng thủ tốt nhất.
797086	Lansing là thủ phủ bang Michigan.
797088	Để nguyên phòng như thế mà rời đi.
797092	Khỉ có thể học nhiều trò.
797093	Trong tình huống khẩn cấp, gọi điện báo cảnh sát.
797104	Khi nước được đun nóng, hơi nước bốc lên.
797110	Bỗng nhiên trời chuyển nhiều mây.
797112	Thụy Sĩ nổi tiếng với phong cảnh đẹp.
797115	Scotland nổi tiếng với hàng dệt len.
797134	Đợi một lát ở ngoài phòng.
797139	Roma nổi tiếng với kiến trúc cổ.
797300	Hội nghị sẽ được tổ chức tại hội trường được sắp xếp đặc biệt.
797537	Anh ấy làm việc nghiêm ngặt theo nguyên tắc.
797541	Đây là một loài đang bên bờ tuyệt chủng.
797542	Đây là một loài sắp biến mất.
798040	Lau cửa sổ bằng khăn ướt.
798045	Tinh thông một ngoại ngữ cần kiên nhẫn.
798050	Lưu huỳnh cháy với ngọn lửa xanh.
798051	Một số đồ nội thất được dán bằng keo.
798055	Trộn bột mì với hai quả trứng.
798059	Dịch ghế lại gần bàn.
798073	Không cần nói to như thế.
798079	Giá cổ phiếu rớt xuống mức thấp kỷ lục.
798086	Hokkaido ở phía bắc Sendai.
798116	Giữ được danh tiếng là rất khó.
798119	Mang vũ khí là phạm pháp.
798135	Nghịch điện bừa bãi rất nguy hiểm.
798141	Mỗi nước có thói quen ăn uống khác nhau.
798152	Thanh toán ở quầy thu ngân tại lối ra.
798166	Một số nghệ thuật trừu tượng rất khó hiểu.
798183	Lưu nó vào ổ cứng gắn ngoài.
798191	Bà gửi cho chúng tôi một thùng táo.
798195	Dán thông báo lên bảng tin.
798199	Nói chính xác, trái đất không tròn.
798201	Phi công liên lạc với sân bay bằng vô tuyến.
798202	Gạo được bán theo ki-lô-gam.
798210	Chớp thường đi kèm sấm.
798223	Thành thật không phải lúc nào cũng là sách lược tốt nhất.
798234	Đời người đầy thăng trầm.
798238	Đi qua hai dãy phố rồi rẽ trái.
798240	Luôn thành thật là điều không dễ.
798241	Nụ cười không nhất thiết thể hiện niềm vui.
798242	Đóng hết cửa ra vào và cửa sổ.
798244	Lần sau cố gắng làm tốt hơn.
798253	Thiên văn học liên quan đến các ngôi sao và hành tinh.
798256	Nằm xuống cho thoải mái một chút.
798258	Chỉ có Takeuchi không nhận lời mời.
798266	Bill nhận trách nhiệm về tổn thất.
798271	Lọc bỏ mỡ miếng thịt này.
798281	Quân nhân phải thi hành mệnh lệnh.
798282	Ở gần đây cẩn thận kẻ trộm.
798286	Harry không theo kịp các bạn trong lớp.
798288	Bạn thử đặt mình vào lập trường của tôi xem.
798291	Trường học ở châu Âu khai giảng vào tháng chín.
798310	Đừng trì hoãn việc tìm việc làm nữa.
798317	Sydney là thành phố lớn nhất nước Úc.
798320	Đừng khuất phục trước những yêu cầu đó.
798329	Người ta trồng lúa nước ở vùng nhiều mưa.
798348	Hỏi chốt cảnh sát đằng kia.
798353	Sue đăng ký nhận phòng ở khách sạn Royal.
798355	Bill không xuất hiện ở bữa tiệc.
798409	Rất tiếc, nhưng tôi không thể trả lời ngay.
799195	Điều này cho thấy tham vọng của lãnh đạo địa phương muốn đưa khu vực trở lại vị trí dẫn đầu.
799197	Nhà cô ấy ở dưới chân núi.
799208	Bạn từng nếm món canh ngon thế này chưa?
799239	Ông ấy không phải nhà thơ; ông ấy viết tản văn.
799255	Nhà khí tượng nói sẽ có bão.
799269	Trong cuộc sống chẳng có gì là mãi mãi.
799280	Chơi chữ hiếm khi dịch được.
799282	Mọi cố gắng của tôi đều thất bại.
799293	Ông ấy được nhân dân yêu mến.
799824	Bạn biết khoảng bao nhiêu từ tiếng Anh?
801311	Giao thông trung tâm thành phố đều tắc nghẽn.
801322	Doanh số sụt giảm trong quý ba.
801323	Những bông hoa này mọc ở các nước ấm áp.
801324	Chỉ có bốn con ngựa tham gia cuộc đua.
801334	Trong vườn có tre đang mọc.
801340	Các ngôi sao bắt đầu xuất hiện trên bầu trời.
801346	Nhìn chằm chằm vào người khác là bất lịch sự.
801348	Gian lận khi chơi bài là sai.
801367	Tôi không hài lòng với khả năng tiếng Anh của mình.
801384	Tôi muốn đổi séc du lịch ra tiền mặt.
801390	Tôi muốn gửi những thứ này sang Nhật.
801398	Gần đây tôi chuyển sang một căn hộ khác.
801404	Tôi muốn một phòng ở phía sau.
801405	Tôi muốn một phòng ở phía trước.
801408	Tem mới sẽ phát hành vào tháng sau.
801409	Đàm phán hòa bình sẽ bắt đầu vào tuần sau.
801437	Sau động đất người dân hoảng loạn rộng khắp.
801455	Radium do bà Curie phát hiện.
801469	Nhìn tổng thể, sự kiện này thành công.
801483	Trời mưa từ sáng sớm đến giờ.
801547	Hôm nay không lạnh như hôm qua.
801569	Hôm nay bạn nên mang theo ô.
801586	Tôi đang đối phó với khó khăn.
801906	Ấn tượng của tôi về nước Mỹ khá tốt.
801919	Tôi có ấn tượng rất sâu về ngày hôm đó.
801922	Cô ấy mắc một sai lầm nghiêm trọng.
801924	Tôi nghĩ chắc không sao đâu.
801929	Tôi đoán phần lớn họ đã về nhà.
801934	Tôi nghĩ mình chưa nói rõ.
801938	Họ đảm bảo việc làm cho nhân viên.
801959	Chú tôi bảo tôi làm phiên dịch.
801960	Cậu tôi bảo tôi làm phiên dịch.
801961	Thầy giáo bắt tôi nhắc lại câu này.
801963	Anh ta bắt tôi làm trái ý mình.
801982	Tôi có ấn tượng rất sâu về cô ấy.
801989	Họ đi nhà thờ vào Chủ nhật.
802002	Bạn có thể yên tâm, anh ấy sẽ đúng giờ.
802003	Andy chắc chắn đã luyện tập rất vất vả.
802005	Tôi đang tìm một công việc ổn định.
802009	Tôi thích đi tàu hỏa.
802014	Dì tôi trồng cà chua trong vườn.
802016	Chúng tôi bảo hành sản phẩm một năm.
802022	Chúng ta có thể tin vào phán đoán của anh ấy.
802075	Họ mỉm cười chào tôi.
802081	Anh ấy nắm sợi dây bằng hai tay.
802084	Cô ấy vẫy tay chào anh ấy.
802100	Cô ấy ướt sũng toàn thân.
802107	Mấy hôm trước tôi nhận được fax của bạn.
802313	Tôi bị thầy giáo đó mắng nghiêm khắc.
802486	Cô ấy lên tàu điện ngầm ở Ginza.
802497	Tôi nhờ bạn bè đến giúp.
802914	Cô ấy có thể đánh giá các khoản đầu tư rất chính xác.
803461	Vì anh ta làm nhiều việc xấu, chúng ta có thể kết luận anh ta không phải người tốt.
803713	Tôi đã có một quãng thời gian tuyệt vời.
803731	Sách của bạn nhiều đến đáng sợ!
803752	Tình yêu là kỳ tích của văn minh nhân loại.
803778	Tôi bảo cô ấy quét phòng tôi.
803797	Kate liếc nhìn Chris rồi phớt lờ anh, khiến anh đau khổ.
803799	Chính bản năng thú tính trong tôi muốn nó.
803805	Bạn làm cuộc sống trở nên đáng sống.
803824	Sức mạnh của phụ nữ nằm ở cái lưỡi.
803835	Tôi chân thành cảm ơn ông.
803858	Như tôi yêu cô ấy, cô ấy cũng yêu tôi.
803860	Dù cô ấy yêu tôi, tôi cũng không yêu cô ấy.
803871	Bạn có biết cô ấy yêu bạn nhiều thế nào không?
803906	Tình yêu khiến anh mù quáng không thấy lỗi của cô.
804499	Anh ta thường có thái độ chống đối với chúng tôi.
804513	Bố luôn nói: "Con hãy cố hết sức."
804529	Bố tôi chẳng hiểu gì về nghệ thuật.
804537	Tính đến tuần trước, tôi vẫn chưa nhận được hồi âm.
804543	Tôi bảo anh ấy đánh bóng giày cho tôi.
804547	Tôi bảo anh ấy sơn hàng rào.
804580	Tôi đã làm quen với vị giám đốc điều hành này.
804605	Anh ấy nhận bằng thạc sĩ luật.
804608	Anh ấy được ngân hàng cho vay.
804618	Anh ấy được điểm cao môn toán.
804619	Quần bò của tôi thủng một lỗ.
804795	Nhiều người trên thế giới đang chịu đói.
804796	Trên thế giới nhiều người rất đói.
804860	Tôi học xong rồi đi ngủ.
804870	Tháng sau chúng tôi sẽ có xe mới.
804919	Ở đây bạn có thể thấy sự phối màu đẹp mắt.
804980	Nhà hàng đó phục vụ tốt.
804984	Đặt câu hỏi với anh ấy là việc rất xấu hổ.
804988	Sáng Chủ nhật nào cô ấy cũng dậy muộn.
804998	Cô ấy đạt thành tích xuất sắc môn tiếng Anh.
805002	Trong kỳ nghỉ hè, tôi làm ở bưu điện.
805015	Tôi chán nản vì những chuyện nhỏ nhặt.
805023	Chúng tôi ngắm phong cảnh đẹp này.
805053	Anh ấy có đầy đủ lý do để làm thế.
805091	Người khôn ngoan sẽ xấu hổ khi làm việc này.
805100	Cô ấy giặt nhanh chiếc áo sơ mi.
805113	Chúng tôi tặng mẹ một chiếc đồng hồ.
805177	Đây là ngành rất có triển vọng.
805191	Hội đồng quản trị nhất trí bổ nhiệm cô ấy làm tổng giám đốc.
805193	Anh ấy ủy quyền cho tôi sa thải họ.
805201	Ông ấy đoạt giải Nobel Văn học.
805205	Anh ấy có tiềm năng cực lớn.
805213	Cô ấy cho phép tôi xem hồ sơ của mình.
805217	Cô tôi tặng tôi một cuốn album ảnh.
805218	Cô tôi tặng tôi một cuốn album tem.
805222	Cô ấy nở nụ cười nhận ra tôi.
805521	Các bạn định đạt mục tiêu đã đề ra bằng cách nào?
805525	Ưu điểm và nhược điểm của các bạn là gì?
805529	Chúng tôi đã đạt được thỏa thuận hợp tác.
805541	Ông tốt nghiệp trường nào?
805542	Cô ấy đích thân quan tâm đến việc này.
805554	Họ đã nhượng bộ quan điểm của tôi.
805566	Chúng tôi thấy những chiếc giường này rất thoải mái.
805576	Tôi thấy chuyến khảo sát thực địa rất bổ ích.
805593	Cô ấy trao cho anh một nụ hôn dịu dàng.
805610	Nếu bạn bày bừa thì bạn dọn.
805661	Anh ấy biết nhiều về ngoại vụ.
805698	Chúng tôi hiến máu để giúp đứa trẻ này.
805744	Tôi sẽ đến thăm ông sớm nhất có thể.
805760	Phần lớn mọi người nghĩ như vậy.
805895	Trộn cơm, trứng và xì dầu.
806189	Đừng vẽ rắn thêm chân.
806205	Đừng kén chọn chê bai quà người khác tặng.
806207	Thứ lấp lánh chưa chắc là vàng.
806211	Chỉ nhìn bề ngoài là không đủ.
806215	Vì mục đích chính đáng có thể bất chấp thủ đoạn.
806223	Người cười sau cùng mới là người cười đắc ý nhất.
806244	Quà bí mật, thưởng công khai.
806558	Mọi việc phải chuẩn bị trước.
806571	Lỗ nhỏ vá kịp thời, khỏi khổ vì lỗ lớn.
806666	Khổ tận cam lai.
806688	Như nước đổ lá khoai.
806741	Sửa sai không bao giờ là quá muộn.
806757	Thành công thuộc về người kiên nhẫn chờ đợi.
806769	Ngày đầu năm là chìa khóa của cả năm.
808206	Siro ho có vị cam thảo.
808852	Ông ấy là tiểu thuyết gia kiêm nhà thơ.
809728	Chúc mừng sinh nhật chân thành, Muriel!
809760	Một người hàng xóm tốt hơn một người bạn ở xa.
809766	Bố mẹ tôi vừa đến ga.
809782	Tri thức không di truyền.
809810	Tên ông ấy ai cũng biết.
809914	Đó là cảnh đẹp nhất tôi từng thấy.
810048	Thượng bất chính, hạ tắc loạn.
810068	Người phỏng vấn xác nhận đối tượng phỏng vấn.
810069	Người phỏng vấn giới thiệu chủ đề phỏng vấn.
810073	Cô ấy thay đất mới trong chậu hoa.
810077	Anh ấy quyết định trở thành phi công.
810592	Bạn không thích cờ bạc, phải không?
810605	Người lùn là những thợ rèn vĩ đại.
810670	Đầu óc ông ấy vẫn rất minh mẫn.
810689	Bạn ảo tưởng rồi. Đi ngủ đi!
810692	Bạn sẽ làm gì nếu xảy ra tận thế zombie?
811007	Tác giả cuốn tiểu thuyết này là ai?
811035	Đường hầm dài nhất Nhật Bản ở đâu?
811087	Xin cho chúng tôi biết đâu có cửa hàng tạp hóa.
811109	Nhưng ca sĩ không phủ nhận xuất thân của mình.
811238	Thu dọn đồ của bạn rồi cút đi.
811303	Chú tôi tặng tôi một món quà.
811351	Ai cũng có khả năng đóng góp.
811583	Andy tinh thông tiếng Pháp và tiếng Đức.
811818	Bạn có thể diễn đạt bản thân bằng tiếng Anh không?
811833	Bạn từng diễn thuyết bằng tiếng Anh chưa?
811856	Tiếng Hà Lan có quan hệ mật thiết với tiếng Đức.
811860	Tiếng Anh đã phổ biến khắp cả nước.
811870	Tiếng Anh là một phương tiện giao tiếp.
811904	Tiếng Anh rất hữu ích trong thương mại.
812212	Anh ta vỡ hàm và gãy mấy chiếc răng.
812218	Mỹ là nước tự xưng không có giai cấp xã hội.
812221	Dân số Nhật Bản đông hơn New Zealand.
812234	Nên tranh thủ lúc trẻ đọc nhiều sách.
812249	Cô ấy thực sự có tài khiến người khác làm theo ý mình.
812281	Nghị sĩ bị ủy ban đạo đức quốc hội khiển trách.
812351	Sự lười biếng của anh ta là điềm xấu cho tương lai.
812360	Nói "thon thả" lịch sự hơn nói "gầy".
812369	Phim Harry Potter mới rất tệ.
813480	Tôi nhớ mẹ dạy tôi nhận mặt chữ.
813482	Tiểu thuyết kết thúc bằng cái chết của nữ chính.
813500	Cuốn sách này in ở Anh.
813504	Bất kể kết quả ra sao, anh ấy muốn làm.
813587	Sợi dây không đủ chắc để giữ anh ấy.
813637	Có nước nào cổ vũ chủ nghĩa yêu nước hơn Mỹ không?
814146	Anh ấy cho rằng Thái cực quyền đã cải thiện cuộc sống của mình.
814164	Giám đốc định cải tiến cơ cấu công ty.
814167	Nhờ biến đổi gen, chúng ta có thể cải tiến cây trồng.
816441	Cho tôi biết tại sao anh ấy vắng mặt.
816443	Tôi mong gặp bạn vào Chủ nhật tới.
816471	Cô ấy quá thấp, không nhìn được ra ngoài tường rào.
816481	Ông ấy là người có học thức.
816504	Mary xử lý vết thương ở đầu gối.
816527	Tôi viết sai địa chỉ trên phong bì.
816552	Tôi rất thích chiếc áo len vàng của mình.
816679	Gieo gió gặt bão.
816683	Tôi không tin tin đồn. Bạn có tin không?
816772	Nắm quyền chỉ huy sở.
816780	Bạn biết chơi đàn dutar không?
816813	Pháp là nước phúc lợi, nhưng không còn đủ khả năng chi trả.
816816	Cháu trai tôi vẫn còn là trẻ sơ sinh.
816820	Tôi được bao quanh bởi những người yêu ngôn ngữ.
816881	Lạnh và khô, nắng rực rỡ, thời tiết mùa đông đẹp làm sao!
816885	Tôi không tham gia cuộc trò chuyện này.
816901	Tôi làm hỏng ngay nốt nhạc đầu tiên.
817247	Các cô ấy bị bỏ rơi trên một hòn đảo hoang.
817248	Họ bị bỏ rơi trên một hòn đảo hoang.
817264	Osaka là trung tâm thương mại của Nhật Bản.
817265	Tôi đã tham quan nhiều nơi ở Anh.
817268	Hành vi của anh ta khiến tôi đứng ngồi không yên.
817287	Nói chuyện như thế với người ốm thật là vô lương tâm.
817300	Cô ấy trồng cà chua trong vườn.
817320	Anh ấy đến muộn năm phút so với giờ hẹn.
817341	Vì buổi hẹn quan trọng, cô ấy trang điểm kỹ càng.
817664	Tiếng Thái là ngôn ngữ chính thức của Thái Lan.
817683	Tàu mấy giờ đến Yokohama?
818094	Bạn không thích chuyện tình yêu, phải không?
818108	Ông ấy là thành viên hội đồng giáo xứ.
818161	Hãy diễn đạt bản thân càng rõ ràng càng tốt.
818164	Rốt cuộc ở đó đã xảy ra chuyện gì?
818812	Con mèo cong lưng, vươn vai.
818822	Cuộc đua vũ trụ là thời kỳ sôi động trong lịch sử.
818869	Những thợ làm tóc giỏi nhất là người đồng tính.
818901	Bây giờ bắt tay làm hòa đi.
818929	Henry bị hủy tư cách thi đấu vì gãy tay.
818948	Họ tổ chức một loạt buổi hòa nhạc.
818964	Họ trang bị sách mới cho thư viện.
818965	Chúng tôi cung cấp chăn cho người tị nạn.
818967	Cô ấy bày biện căn phòng bằng đồ nội thất đẹp.
819017	Cô ấy lần mò một tờ giấy.
819019	Ông ấy sáng lập ngôi trường này năm năm trước.
819238	Anh ấy đã sử dụng tốt khoản tiền này.
819248	Anh ta chế giễu tôi nơi công cộng.
819280	Cô ấy nhăn mặt với người phụ nữ đó.
819306	Trông bạn rất mệt.
819400	Tôi thật xui xẻo!
819467	Aoi trở thành vũ công.
819696	Có lẽ cháu tôi sẽ là người đầu tiên đặt chân lên sao Hỏa.
819710	Gần đây hoạt động ngoại thương giảm sút.
819766	Tôi bận nên không đi được.
819769	Tất cả bánh của tôi đều rất ngon!
819787	Cuộc đình công làm tổn hại kinh tế đất nước.
819792	Anh ấy giúp tôi vượt qua khó khăn.
819828	Ma túy là vấn đề mang tính quốc tế.
821411	Mọi người lần lượt bắt cặp nhảy múa.
821423	Dùng tẩy xóa những chữ này đi.
823008	Bạn có thể giải quyết vấn đề này không?
823028	Lucy bị ông bà trêu chọc.
823032	Chúng ta chụp ảnh lưu niệm nhé.
824404	Ngôn ngữ chung của nhiều phim hoạt hình là phụ đề.
824431	Tôi gặp anh ấy khi anh ấy đang về nhà.
824453	Máy chế biến thực phẩm thường thấp và rộng hơn máy xay.
824630	Động đất thường xuyên tấn công Nhật Bản.
824640	Anne có nhiều người ngưỡng mộ.
824651	Cảnh sát không nên nhận hối lộ.
824720	Nancy trông rất mệt mỏi.
825166	Cô ấy quay mắt đi.
825899	Chúng ta sớm gặp lại nhau nhé.
825945	Tom thích đan len.
826096	Cô ấy được thăng chức.
826219	Than phiền không thay đổi được gì.
826247	Mariko nói tiếng Anh rất giỏi.
826270	Ngôi nhà này đang cháy.
826539	Cô ấy chưa bao giờ gọi điện cho tôi.
827062	Có thì có, nhưng hơi xa một chút.
827094	Tôi là nghiên cứu sinh nhân học, đề tài là "Đông y ở Anh".
827160	Xin ông trả lời bằng tiếng Trung hoặc tiếng Anh.
827188	Ông chuyên về lĩnh vực nào của Đông y?
827452	Tôi thường dậy lúc tám giờ sáng.
827487	Anh ta cho tôi leo cây; tôi đợi anh ta cả buổi tối!
827523	Tháng tư là tháng y tế cho các nhóm yếu thế toàn quốc.
827549	Bạn lẽ ra nên cảnh báo anh ấy sớm hơn.
827578	Đây là quý bà muốn gặp bạn.
827589	Mark thành thật đến mức ai cũng khen ngợi anh ấy.
828676	Chỉ có râu không tạo nên một triết gia.
829314	Mùa xuân, tôi muốn tổng vệ sinh nhà cửa.
829550	Mắt thường có thể thấy.
829551	Con mèo mất tích vẫn chưa được tìm thấy.
829573	Tôi tự hào về con trai mình.
829589	Các biện pháp an toàn rộng rãi đã được thực thi.
829651	Thiết bị sưởi này dùng dầu diesel làm nhiên liệu.
829683	Tôi nhớ cuộc phiêu lưu mùa hè năm ngoái.
829687	Cảnh báo sóng thần đã được dỡ bỏ.
829689	Cô ấy rất cố chấp.
829696	Chính phủ tuyên bố rõ ý định giảm thuế.
829704	Một cái cây đổ chắn ngang đường.
829718	Binh lính rút khỏi trận địa của họ.
830330	Khi bạo loạn bắt đầu chỉ có một cai ngục trực.
830343	Người dân tội nghiệp phó mặc cho kẻ độc tài tàn bạo.
830473	Sau khi đoạt giải Nobel, bà vẫn khiêm tốn như xưa.
830476	Một nhóm thanh niên đang chơi bóng ném trên sân.
830481	Bỗng nhiên cô ấy hét lên với giọng chói tai.
832232	Tư tưởng Phật giáo chia thành những tông phái nào?
832457	Đó là một ngày trời quang.
832770	Đúng là hàng tốt giá rẻ.
832930	Hoa tulip sắp nở rộ.
832954	Những hộp đựng này được niêm phong kín.
832961	Cuối tuần trước thế nào, Nancy?
832976	Anh ấy đã mất việc.
832983	Betty là giáo viên dạy múa.
832996	Hoàng hôn đẹp quá, phải không?
833006	Tôi hầu như không nghe thấy tiếng anh ấy.
833008	Anh ta bất chấp lời khuyên của cha.
833045	Đừng đi một mình trong bóng tối.
833089	Hôm qua anh ấy đến thăm chú.
833122	Đại số là môn tôi thích nhất.
833131	Anh ấy cưới một cô gái xinh đẹp.
833164	Bill là vận động viên bóng chày.
833165	Bạn có thể giới thiệu khách sạn khác không?
833171	Bạn thích nhạc của Mozart không?
833194	Anh ta mất tất cả những gì mình có.
833237	Bạn cân giúp tôi cái này được không?
833241	Đề nghị của bạn có vẻ hợp lý.
833245	Đoán xem anh ấy nói gì với tôi.
833250	Anh ấy có tính cách rất tốt.
833255	Anh ấy mặc chiếc quần sạch.
833256	Fred là một gã lười biếng.
834316	Cảm ơn ông rất nhiều vì bữa tối tuyệt vời tối qua.
834350	Nhìn chung, người Nhật rất nhút nhát.
834360	Một y tá đo nhiệt độ cho tôi.
834388	Giáng sinh là một ngày lễ đặc biệt.
