诚恳	5	0
乘务员	6	0
秤	6	1
吃苦	6	1
吃亏	5	0
吃力	6	1
池子	5	0
迟缓	6	1
迟疑	6	0
持久	6	1
尺子	5	1
充当	6	1
充实	6	0
冲击	6	1
崇高	6	0
崇敬	6	0
抽空	6	0
稠密	6	1
踌躇	6	0
丑恶	6	0
出路	6	1
出息	6	1
出洋相	6	1
初步	6	0
初级	5	0
除夕	5	0
储备	6	1
处分	6	0
畜牧	6	0
川流不息	6	1
传达	6	0
传单	6	0
传记	6	0
传授	6	1
船舶	6	0
喘气	6	0
创业	6	0
吹捧	6	0
垂直	6	1
慈祥	6	0
雌雄	6	0
次品	6	0
次序	6	1
伺候	6	0
从而	5	1
从容不迫	6	1
凑合	6	0
促使	5	1
窜	6	1
摧残	6	0
搓	6	1
磋商	6	0
挫折	6	1
搭档	6	1
打官司	6	0
打量	6	1
打针	4	0
大臣	6	0
大伙儿	6	1
大肆	6	0
歹徒	6	0
带领	6	1
怠慢	6	0
单元	5	0
担保	6	1
胆怯	6	1
诞辰	6	0
弹性	6	1
淡季	6	1
蛋白质	6	0
当场	6	1
当代	5	1
当面	6	0
当事人	6	0
当务之急	6	0
档次	6	1
导弹	6	0
导航	6	0
导向	6	1
捣乱	6	0
稻谷	6	0
地势	6	1
地质	6	0
得不偿失	6	0
得力	6	1
得天独厚	6	0
灯笼	6	1
登机牌	5	0
登陆	6	1
登录	6	0
蹬	6	0
堤坝	6	1
敌视	6	0
抵制	6	0
递增	6	0
颠簸	6	0
颠倒	6	1
点缀	6	0
惦记	6	0
奠定	6	0
雕刻	6	1
雕塑	6	0
调动	6	0
调和	6	0
调剂	6	0
调节	6	1
调解	6	0
调料	6	0
调整	5	1
叮嘱	6	1
丢三落四	6	0
东道主	6	0
东张西望	6	0
董事长	6	0
动荡	6	0
动静	6	0
动力	6	0
动脉	6	0
动态	6	0
冻结	6	1
陡峭	6	1
督促	6	0
杜绝	6	0
端正	6	1
短促	6	0
断断续续	6	1
断绝	6	1
堆积	6	0
对比	5	1
对策	6	0
对称	6	0
对抗	6	1
对立	6	0
对联	6	0
对象	5	1
对照	6	1
兑现	6	0
多元化	6	0
哆嗦	6	0
躲藏	5	1
掠夺	6	0
略微	6	0
遏制	6	1
恩怨	6	0
二氧化碳	6	1
发愁	5	1
发票	5	0
发行	6	1
发扬	6	0
发育	6	0
罚款	5	1
法人	6	1
繁华	6	1
繁殖	6	1
反倒	6	0
反馈	6	1
反射	6	0
反思	6	1
反问	6	0
反之	6	0
泛滥	6	1
范畴	6	1
方位	6	0
方针	6	0
防守	6	0
防疫	6	0
防御	6	1
防治	6	0
放大	6	1
放手	6	1
飞禽走兽	6	0
飞跃	6	0
匪徒	6	0
诽谤	6	1
分布	5	1
分红	6	0
分解	6	0
分量	6	0
分裂	6	1
分泌	6	0
吩咐	6	1
纷纷	5	1
粉末	6	1
粉色	6	1
粉碎	6	1
丰满	6	0
丰盛	6	1
风度	6	0
风光	6	0
风气	6	0
风趣	6	1
风土人情	6	0
风味	6	1
封建	6	1
封锁	6	0
讽刺	5	1
奉献	6	1
敷衍	6	0
服气	6	0
俘虏	6	0
幅度	6	1
福气	6	0
辐射	6	0
俯仰	6	0
辅导	5	1
辅助	6	0
腐朽	6	1
附和	6	1
附件	6	0
附属	6	0
复兴	6	0
复制	5	1
腹泻	6	0
覆盖	6	0
盖章	6	0
概括	5	0
甘心	6	1
感慨	6	0
干杯	4	1
干旱	6	1
干活儿	5	0
干劲	6	1
干预	6	1
杠杆	6	0
纲领	6	0
港湾	6	0
高超	6	0
高档	5	1
高级	4	1
高考	6	0
高明	6	0
高尚	6	0
高涨	6	0
稿件	6	0
告辞	6	0
告诫	6	1
疙瘩	6	1
歌颂	6	0
格局	6	0
格外	5	0
隔阂	6	0
隔离	6	1
个别	5	1
各抒己见	6	0
根深蒂固	6	0
跟前	6	0
耕地	6	1
更正	6	1
工夫	6	1
工艺品	6	1
公安局	6	0
公布	5	1
公道	6	1
公告	6	0
公关	6	1
公婆	6	0
公然	6	0
公式	6	1
公务	6	0
公元	5	1
公证	6	0
功劳	6	0
功效	6	1
攻克	6	0
供不应求	6	0
巩固	6	0
共计	6	0
共鸣	6	0
勾结	6	1
钩子	6	1
构思	6	0
姑且	6	1
孤立	6	1
股东	6	0
股份	6	0
骨干	6	0
鼓动	6	0
固然	6	1
固有	6	1
顾虑	6	1
顾问	6	1
雇佣	5	1
怪不得	5	1
关怀	5	1
管辖	6	0
管子	5	1
贯彻	6	0
惯例	6	0
灌溉	6	0
光彩	6	1
光辉	6	1
广大	5	1
广阔	6	0
归根到底	6	0
归还	6	1
归纳	6	0
规范	6	0
规格	6	0
规章	6	1
棍棒	6	0
国防	6	0
国庆节	5	0
国务院	6	0
果断	6	1
过渡	6	1
过奖	6	0
过滤	6	1
过失	6	1
过瘾	6	1
还原	6	0
寒暄	6	1
捍卫	6	1
航天	6	1
毫米	6	0
豪迈	6	0
号召	6	0
合成	6	0
合乎	6	0
合算	6	0
合影	5	1
何必	5	0
何况	5	1
和睦	6	1
和气	6	0
狠心	6	0
恨不得	6	0
烘	6	1
红包	6	0
宏观	6	0
宏伟	6	0
后代	6	0
后顾之忧	6	0
后勤	6	1
呼啸	6	0
呼吁	6	1
华丽	6	1
华侨	6	0
华裔	5	0
化肥	6	0
化验	6	0
划分	6	0
画蛇添足	6	1
话筒	6	1
环节	6	1
缓和	6	0
欢乐	6	0
荒凉	6	0
慌忙	6	0
皇后	5	1
恍然大悟	6	0
灰心	5	1
挥霍	6	0
辉煌	6	1
悔恨	6	0
汇报	6	0
会晤	6	0
混浊	6	0
活该	6	1
活泼	4	1
讥笑	6	0
机动	6	1
机灵	6	1
机械	6	1
机遇	6	0
机智	6	1
积累	4	0
基地	6	1
激发	6	0
激励	6	1
激烈	5	1
及早	6	1
吉祥	6	0
级别	6	1
极限	6	1
急功近利	6	0
急于求成	6	0
急躁	6	0
集团	6	1
籍贯	6	0
计较	6	1
记载	6	0
纪律	5	0
纪要	6	0
忌讳	6	0
技巧	6	0
季度	6	1
季军	6	0
继往开来	6	0
寄托	6	1
夹杂	6	1
夹子	5	1
佳肴	6	0
家喻户晓	6	0
嘉宾	5	0
假使	6	0
尖端	6	0
尖锐	5	1
坚决	5	0
坚实	6	0
间接	6	0
艰巨	5	1
监督	6	0
拣	6	1
剪彩	6	0
检讨	6	0
检验	6	0
简化	6	0
简陋	6	0
简体字	6	1
简要	6	0
见多识广	6	0
见闻	6	0
见义勇为	6	0
健全	6	0
舰艇	6	0
鉴别	6	0
鉴定	6	1
鉴于	6	0
将军	6	0
僵硬	6	1
奖赏	6	0
桨	6	1
交代	6	1
交涉	6	0
娇气	6	0
焦点	6	0
缴纳	6	0
较量	6	0
教材	5	1
接连	6	0
揭发	6	0
节奏	6	1
结合	5	1
结晶	6	0
结算	6	0
结账	5	0
截至	6	1
解放	5	1
解说员	5	1
届	5	1
界限	6	1
借鉴	6	0
借助	6	1
津津有味	6	1
紧密	6	0
紧迫	6	1
锦绣前程	6	0
劲头	6	0
近代	5	0
近视	6	0
进而	6	0
浸泡	6	0
京剧	4	0
经费	6	0
经商	6	0
经纬	6	0
惊动	6	0
兢兢业业	6	0
精打细算	6	0
精华	6	0
精简	6	1
精密	6	0
精益求精	6	0
精致	6	0
颈椎	6	0
敬爱	5	0
敬礼	6	0
境界	6	1
镜头	6	1
纠纷	6	0
救济	6	1
就近	6	0
就职	6	0
拘束	6	0
局部	6	0
局面	6	1
局限	6	1
桔子	5	0
举动	6	0
举世闻名	6	0
举世瞩目	6	0
举足轻重	6	0
据悉	6	0
聚精会神	6	1
觉悟	6	0
觉醒	6	1
均匀	5	1
开采	6	0
开阔	6	0
开明	6	1
开辟	6	1
开拓	6	1
开展	6	0
刊登	6	1
刊物	6	0
勘探	6	0
考察	6	1
考核	6	0
烤鸭	5	1
靠拢	6	0
颗粒	6	0
磕	6	1
可口	6	1
刻不容缓	6	0
恳切	6	1
空洞	6	1
空前绝后	6	0
空隙	6	1
空想	6	0
空虚	6	1
恐吓	6	1
口腔	6	0
口头	6	1
枯竭	6	1
枯燥	6	1
苦尽甘来	6	1
挎	6	0
快活	6	0
款待	6	0
筐	6	0
况且	6	1
旷课	6	1
矿泉水	5	1
亏待	6	0
亏损	6	0
捆绑	6	1
扩充	6	0
扩散	6	1
扩张	6	1
喇叭	6	1
来历	6	0
栏目	6	0
狼狈	6	0
朗读	6	1
牢固	6	1
姥姥	5	1
乐谱	6	0
雷达	6	1
愣	6	0
厘米	5	1
里程碑	6	1
理睬	6	1
理直气壮	6	0
力所能及	6	1
力图	6	0
力争	6	1
历代	6	0
历来	6	1
立方	5	1
立交桥	6	0
立体	6	1
立足	6	1
利害	6	0
利润	5	1
连忙	5	0
连年	6	0
连锁	6	0
连续剧	5	1
联欢	6	0
廉洁	6	0
凉快	4	1
谅解	6	0
列举	6	0
临床	6	1
零件	5	0
零星	6	1
领悟	6	0
伶俐	6	1
流氓	6	1
流通	6	0
留恋	6	1
留念	6	1
隆重	6	1
搂	6	0
陆续	5	0
屡次	6	0
率领	6	0
轮船	6	0
轮廓	6	1
论坛	6	1
啰唆	6	0
螺丝钉	6	0
络绎不绝	6	0
落实	6	0
麻痹	6	0
麻木	6	0
马虎	4	1
码头	6	0
埋伏	6	1
埋没	6	0
茫茫	6	1
茂盛	6	1
冒充	6	0
没辙	6	0
媒介	6	0
煤炭	5	1
美观	6	0
美满	6	1
美术	5	1
门诊	6	0
萌芽	6	0
猛烈	6	0
谜语	5	0
密封	6	1
棉花	5	1
免疫	6	1
勉励	6	0
面貌	6	0
描绘	6	1
描写	5	1
渺小	6	1
蔑视	6	0
民间	6	1
民用	6	1
名次	6	0
名额	6	0
名副其实	6	0
名牌	5	0
名片	5	1
名胜	5	0
明星	5	1
模范	6	0
摩擦	6	0
磨合	6	0
抹杀	6	0
莫名其妙	6	0
墨水儿	6	0
谋求	6	0
目录	5	0
哪怕	5	1
纳闷儿	6	0
耐用	6	1
难堪	6	1
难能可贵	6	0
恼火	6	0
内涵	6	0
内科	5	1
内幕	6	0
拟定	6	0
年度	6	0
宁肯	6	1
凝固	6	1
凝聚	6	0
纽扣儿	6	0
浓厚	6	0
殴打	6	1
徘徊	6	0
排斥	6	0
排放	6	0
排列	4	1
派别	6	0
派遣	6	0
盘旋	6	1
盼望	5	1
畔	6	1
泡沫	6	0
培训	6	0
培育	6	0
配合	5	0
配偶	6	0
配套	6	0
盆地	6	0
批发	6	0
批判	6	0
疲倦	6	1
譬如	6	1
偏差	6	0
偏僻	6	1
偏偏	6	0
片断	6	0
飘扬	6	0
拼搏	6	0
贫乏	6	1
频率	6	0
品德	6	0
平坦	6	0
平原	6	1
评估	6	1
屏障	6	0
破例	6	1
魄力	6	0
朴实	6	1
瀑布	6	1
曝光	6	1
凄凉	6	1
齐心协力	6	0
岂有此理	6	0
启程	6	1
启示	6	1
启事	6	0
起草	6	0
起哄	6	0
起义	6	0
气概	6	0
气功	6	0
气魄	6	0
气势	6	0
器材	6	0
器官	6	1
掐	6	1
恰当	6	0
恰到好处	6	0
洽谈	6	1
千方百计	6	0
迁就	6	0
迁徙	6	1
牵制	6	0
前景	6	1
前提	6	0
潜移默化	6	0
抢救	6	1
桥梁	6	1
切实	6	1
锲而不舍	6	0
亲热	6	0
侵略	5	1
勤恳	6	0
倾听	6	0
倾斜	6	1
情节	6	1
情理	6	1
情形	6	1
请柬	6	0
请示	6	0
曲折	6	0
驱逐	6	1
渠道	6	1
取缔	6	0
趣味	6	1
圈套	6	1
全局	6	0
权衡	6	0
权威	6	1
权益	6	0
缺口	6	0
瘸	6	0
确立	6	0
嚷	5	1
饶恕	6	1
扰乱	6	1
惹祸	6	1
人格	6	1
人民币	4	1
认定	6	0
任性	6	0
任意	6	1
任重道远	6	0
仍旧	6	1
日新月异	6	0
日用品	5	1
荣誉	5	1
容器	6	1
溶解	6	0
柔和	6	0
若干	6	0
散布	6	0
嫂子	6	0
刹那	6	0
筛选	6	0
扇子	5	1
擅自	6	0
商标	6	0
上进心	6	0
上瘾	6	1
上游	6	1
捎	6	0
梢	6	0
设立	6	1
设置	6	1
射击	5	1
摄取	6	1
摄氏度	6	0
申报	6	1
呻吟	6	1
深奥	6	1
深沉	6	0
深情厚谊	6	0
神气	6	0
神色	6	0
神态	6	0
审查	6	1
审理	6	1
审判	6	0
渗透	6	1
生机	6	0
生理	6	0
生疏	6	0
生效	6	1
生育	6	0
声势	6	1
牲畜	6	1
省会	6	1
胜负	6	0
盛情	6	1
失误	6	1
师范	6	0
施加	6	0
施展	6	0
湿润	4	1
时而	6	1
时事	6	1
实惠	6	0
实事求是	6	0
实质	6	1
使劲儿	5	0
世代	6	0
世界观	6	0
事迹	6	0
事态	6	0
事项	6	0
势必	6	0
视野	6	1
适宜	6	0
逝世	6	1
识别	6	0
收藏	6	1
收缩	6	1
手法	6	0
守护	6	1
首要	6	0
受罪	6	0
售货员	4	0
书记	6	1
舒畅	6	0
熟练	5	1
束缚	6	1
数额	6	0
数目	6	0
衰退	6	1
涮	6	0
爽快	6	1
水利	6	0
司令	6	0
思绪	6	1
斯文	6	0
四肢	6	0
饲养	6	0
肆无忌惮	6	0
耸	6	1
苏醒	6	0
塑造	6	0
诉讼	6	0
随即	6	1
缩小	5	0
索赔	6	0
索性	6	0
踏实	6	1
台阶	5	1
太极拳	5	1
泰斗	6	0
贪污	6	0
摊儿	6	0
叹气	6	0
探测	6	0
糖葫芦	6	0
倘若	6	0
滔滔不绝	6	0
陶瓷	6	1
淘气	6	1
讨价还价	6	0
特定	6	0
疼爱	5	1
提拔	6	0
提纲	5	0
提炼	6	1
题材	6	0
体积	5	1
体谅	6	1
体面	6	0
体现	5	0
天伦之乐	6	0
田径	6	1
填空	4	0
挑拨	6	0
条款	6	0
条约	6	1
跳跃	6	0
亭子	6	0
停顿	6	1
停泊	6	0
停滞	6	1
挺拔	6	0
通俗	6	0
通讯	5	0
铜矿	6	0
统筹兼顾	6	0
统统	6	1
痛快	5	1
投机	6	0
突出	5	1
徒弟	6	0
团圆	6	0
推测	6	1
推辞	5	0
推广	5	0
推理	6	0
推论	6	0
退步	5	1
吞咽	6	1
托运	6	0
妥善	6	1
椭圆	6	1
唾沫	6	0
挖掘	6	0
瓦解	6	0
歪曲	6	0
外界	6	0
外向	6	1
完备	6	0
完毕	6	1
完善	5	1
玩弄	6	1
顽强	6	1
挽回	6	0
挽救	6	0
惋惜	6	0
往事	6	1
妄想	6	1
威风	6	0
威力	6	1
威望	6	0
威信	6	1
微不足道	6	0
微观	6	0
唯独	6	1
维护	5	1
维生素	6	1
委屈	5	0
委托	5	1
为难	6	1
为期	6	1
为首	6	0
未免	6	0
慰问	6	0
温带	6	1
文凭	6	0
文物	6	1
文献	6	1
文雅	6	0
文艺	6	1
问世	6	0
乌黑	6	0
污蔑	6	0
诬陷	6	1
无比	6	1
无偿	6	1
无动于衷	6	0
无非	6	1
无精打采	6	0
无可奈何	6	0
无理取闹	6	1
无穷无尽	6	1
无微不至	6	1
武术	5	0
武侠	6	0
误差	6	0
务实	6	0
昔日	6	1
喜闻乐见	6	0
狭隘	6	1
霞	6	1
下属	6	0
夏令营	6	0
纤维	6	1
掀起	6	1
鲜明	6	1
闲话	6	0
贤惠	6	0
衔接	6	0
显著	6	0
现成	6	0
现状	6	0
陷害	6	0
馅儿	6	0
乡镇	6	0
相差	6	0
相等	6	1
相辅相成	6	0
相应	6	1
镶嵌	6	1
响亮	6	1
响应	6	0
想方设法	6	1
向导	6	1
向来	6	1
消毒	6	1
消极	6	1
消灭	5	1
小吃	5	1
孝顺	5	1
效益	6	0
协调	5	0
协商	6	1
泄气	6	0
谢绝	6	0
心得	6	1
心态	6	1
心疼	6	0
心血	6	0
心眼儿	6	0
欣慰	6	0
欣欣向荣	6	0
新陈代谢	6	0
信念	6	1
腥	6	1
刑事	6	0
行列	6	0
兴高采烈	6	0
兴隆	6	0
兴旺	6	0
兴致勃勃	6	0
幸亏	5	0
性能	6	1
性质	5	0
凶恶	6	0
胸怀	6	0
胸膛	6	0
雄厚	6	0
雄伟	5	1
休闲	5	1
休养	6	1
绣	6	1
虚荣	6	0
虚心	5	0
序言	6	0
叙述	5	1
宣扬	6	0
悬念	6	0
悬崖峭壁	6	0
旋转	6	1
选拔	6	1
削弱	6	0
学历	6	1
雪上加霜	6	0
熏陶	6	0
寻觅	6	0
巡逻	6	0
循环	6	1
循序渐进	6	1
压迫	6	1
压岁钱	6	0
压缩	6	0
压榨	6	1
压制	6	1
押金	6	1
亚军	6	0
烟花	6	1
延伸	6	0
延续	6	1
严寒	6	1
严密	6	0
掩盖	6	1
掩护	6	1
眼色	6	0
眼下	6	1
演变	6	1
演习	6	1
演绎	6	1
验收	6	0
样品	6	0
摇摆	6	1
咬牙切齿	6	0
一度	6	0
一帆风顺	6	1
一贯	6	0
一举两得	6	0
一律	6	1
一目了然	6	1
一如既往	6	0
一丝不苟	6	0
衣裳	6	0
依次	6	0
依据	6	1
依托	6	0
遗留	6	1
以致	6	0
意向	6	0
毅然	6	0
因而	5	1
引导	6	1
隐蔽	6	0
隐患	6	0
应酬	6	0
应邀	6	1
英明	6	1
迎面	6	0
荧屏	6	0
硬件	5	0
拥护	6	0
庸俗	6	0
勇于	6	0
涌现	6	0
踊跃	6	0
用途	5	1
优胜劣汰	6	0
优越	6	0
犹如	6	1
油腻	6	1
油炸	5	0
有条不紊	6	0
渔民	6	1
与日俱增	6	0
予以	6	1
羽绒服	6	0
预赛	6	0
预习	4	0
寓言	6	1
冤枉	6	0
元首	6	0
元宵节	6	1
园林	6	0
原告	6	0
原理	6	0
原始	6	1
原先	6	0
圆满	6	1
源泉	6	1
约束	6	1
岳父	6	0
孕育	6	0
运算	6	0
运用	5	0
蕴藏	6	0
杂技	6	1
杂交	6	1
栽培	6	1
再接再厉	6	0
再三	5	1
暂且	6	0
赞美	5	1
赞叹	6	0
赞助	6	1
遭殃	6	1
糟蹋	6	1
造反	6	0
造型	6	0
赠送	6	0
扎实	6	0
渣	6	0
诈骗	6	1
摘要	6	1
债券	6	0
沾光	6	0
粘贴	5	1
瞻仰	6	0
斩钉截铁	6	1
展望	6	1
展现	6	0
崭新	6	1
占据	6	1
占线	5	1
占有	6	0
战略	6	1
战术	6	0
章程	6	0
长江	4	0
招聘	4	1
招收	6	1
招投标	6	0
照料	6	1
照应	6	0
遮挡	6	1
折腾	6	0
著名	4	0
著作	6	0
针对	5	1
珍惜	5	1
珍稀	6	0
真挚	6	0
斟酌	6	1
诊断	5	0
阵地	6	1
阵容	6	0
振动	5	0
振奋	6	1
振兴	6	0
镇静	6	1
镇压	6	1
争端	6	1
争夺	6	0
争气	6	0
争取	5	1
争先恐后	6	0
征收	6	0
整顿	6	0
正负	6	0
正规	6	1
正气	6	0
正月	6	0
证书	6	1
郑重	6	0
支撑	6	0
支流	6	1
支配	6	1
支援	6	1
支柱	6	0
脂肪	6	1
直播	6	0
职能	6	0
职务	6	0
指标	6	0
指定	6	1
指令	6	1
志气	6	0
制裁	6	0
制订	6	0
制约	6	0
制止	6	0
治安	6	0
治理	6	0
致辞	6	0
致使	6	0
智力	6	0
智能	6	1
智商	6	0
滞留	6	0
中断	6	0
中旬	5	1
忠诚	6	0
终究	6	1
终止	6	0
种子	6	1
重叠	6	1
重心	6	0
重阳节	6	0
周密	6	0
周期	6	1
周折	6	0
周转	6	0
株	6	0
诸位	6	1
竹子	5	1
逐年	6	0
主办	6	0
主持	5	1
主导	6	0
主流	6	0
嘱咐	5	0
注视	6	1
注重	6	0
驻扎	6	0
铸造	6	0
拽	6	1
专程	6	0
专科	6	0
专利	6	1
专题	6	0
专长	6	0
砖瓦	6	0
转达	6	0
转告	5	0
转让	6	0
庄严	6	1
庄重	6	0
装卸	6	0
壮观	6	1
壮丽	6	1
壮烈	6	0
追悼	6	1
追究	6	1
准则	6	1
姿势	5	0
姿态	6	1
资深	6	0
滋长	6	0
字幕	5	1
自发	6	1
自觉	5	0
自力更生	6	1
自满	6	0
自主	6	1
宗旨	6	0
总而言之	6	1
总结	4	1
纵横	6	0
走漏	6	0
走私	6	1
租赁	6	1
阻拦	6	0
阻挠	6	0
组合	5	1
祖先	5	0
钻研	6	0
琢磨	6	0
作废	6	0
作风	6	1
作息	6	0
座右铭	6	0
做东	6	0
做主	6	1
